locus_tag	ftype	length_bp	gene	EC_number	COG	product
JOOKCBAM_00042	CDS	126				hypothetical protein
JOOKCBAM_00043	CDS	150				hypothetical protein
JOOKCBAM_00044	CDS	213				hypothetical protein
JOOKCBAM_00045	CDS	483				hypothetical protein
JOOKCBAM_00046	CDS	204				hypothetical protein
JOOKCBAM_00047	CDS	267				hypothetical protein
JOOKCBAM_00048	CDS	399				hypothetical protein
JOOKCBAM_00049	CDS	1005	mboIIM	2.1.1.72		Modification methylase MboII
JOOKCBAM_00050	CDS	408				hypothetical protein
JOOKCBAM_00051	CDS	294				hypothetical protein
JOOKCBAM_00052	CDS	510				hypothetical protein
JOOKCBAM_00053	CDS	582				hypothetical protein
JOOKCBAM_00054	CDS	771				hypothetical protein
JOOKCBAM_00055	CDS	312				hypothetical protein
JOOKCBAM_00056	CDS	387	yuiC_1		COG3584	putative protein YuiC
JOOKCBAM_00057	CDS	813	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
JOOKCBAM_00058	CDS	384				hypothetical protein
JOOKCBAM_00059	CDS	222				hypothetical protein
JOOKCBAM_00060	CDS	717			COG1702	PhoH-like protein
JOOKCBAM_00061	CDS	2508	nrdZ_1	1.17.4.1	COG0209	Vitamin B12-dependent ribonucleoside-diphosphate reductase
JOOKCBAM_00062	CDS	192				hypothetical protein
JOOKCBAM_00063	CDS	327				hypothetical protein
JOOKCBAM_00064	CDS	546	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
JOOKCBAM_00065	CDS	198				hypothetical protein
JOOKCBAM_00066	CDS	882				hypothetical protein
JOOKCBAM_00067	CDS	705	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
JOOKCBAM_00068	CDS	168				hypothetical protein
JOOKCBAM_00069	CDS	204				hypothetical protein
JOOKCBAM_00070	CDS	156				hypothetical protein
JOOKCBAM_00071	CDS	255				hypothetical protein
JOOKCBAM_00072	CDS	273	trxA_1		COG0526	Thioredoxin
JOOKCBAM_00073	CDS	2178	polA_1	2.7.7.7		DNA polymerase I
JOOKCBAM_00074	CDS	219				hypothetical protein
JOOKCBAM_00075	CDS	192				hypothetical protein
JOOKCBAM_00076	CDS	801				hypothetical protein
JOOKCBAM_00077	CDS	399				hypothetical protein
JOOKCBAM_00078	CDS	153				hypothetical protein
JOOKCBAM_00079	CDS	186				hypothetical protein
JOOKCBAM_00080	CDS	795				hypothetical protein
JOOKCBAM_00081	CDS	180				hypothetical protein
JOOKCBAM_00082	CDS	165				hypothetical protein
JOOKCBAM_00083	CDS	621				hypothetical protein
JOOKCBAM_00084	CDS	1215				hypothetical protein
JOOKCBAM_00085	CDS	204				hypothetical protein
JOOKCBAM_00086	CDS	993	dnaG_1	2.7.7.-		DNA primase
JOOKCBAM_00087	CDS	1371				hypothetical protein
JOOKCBAM_00088	CDS	546				hypothetical protein
JOOKCBAM_00089	CDS	159				hypothetical protein
JOOKCBAM_00090	CDS	399				hypothetical protein
JOOKCBAM_00091	CDS	402				hypothetical protein
JOOKCBAM_00092	CDS	393				hypothetical protein
JOOKCBAM_00093	CDS	804				hypothetical protein
JOOKCBAM_00094	CDS	222				hypothetical protein
JOOKCBAM_00095	CDS	795				hypothetical protein
JOOKCBAM_00096	CDS	429				hypothetical protein
JOOKCBAM_00097	CDS	420				hypothetical protein
JOOKCBAM_00098	CDS	363				hypothetical protein
JOOKCBAM_00099	CDS	273				hypothetical protein
JOOKCBAM_00100	CDS	390				hypothetical protein
JOOKCBAM_00101	CDS	927				hypothetical protein
JOOKCBAM_00102	CDS	183				hypothetical protein
JOOKCBAM_00103	CDS	1530				hypothetical protein
JOOKCBAM_00104	CDS	447	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
JOOKCBAM_00105	CDS	972	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
JOOKCBAM_00106	CDS	705	menG_1	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
JOOKCBAM_00107	CDS	837	hepS	2.5.1.30		Heptaprenyl diphosphate synthase component 1
JOOKCBAM_00108	CDS	234	mtrB			Transcription attenuation protein MtrB
JOOKCBAM_00109	CDS	567	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
JOOKCBAM_00110	CDS	273	hupA		COG0776	DNA-binding protein HU 1
JOOKCBAM_00111	CDS	1479	spoIVA	3.6.1.3		Stage IV sporulation protein A
JOOKCBAM_00112	CDS	714				hypothetical protein
JOOKCBAM_00113	CDS	198				hypothetical protein
JOOKCBAM_00114	CDS	1062	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
JOOKCBAM_00115	CDS	1311	der		COG1160	GTPase Der
JOOKCBAM_00116	CDS	186				hypothetical protein
JOOKCBAM_00117	CDS	882				hypothetical protein
JOOKCBAM_00118	CDS	612				hypothetical protein
JOOKCBAM_00119	CDS	138				hypothetical protein
JOOKCBAM_00120	CDS	1056	fni	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
JOOKCBAM_00121	CDS	1140	ypfD		COG0539	30S ribosomal protein S1 
JOOKCBAM_00122	CDS	582	plsC_1	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
JOOKCBAM_00123	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
JOOKCBAM_00124	CDS	195				hypothetical protein
JOOKCBAM_00125	CDS	666	ypfA		COG5581	putative protein YpfA
JOOKCBAM_00126	CDS	1338	ypeB			Sporulation protein YpeB
JOOKCBAM_00127	CDS	768	sleB		COG3409	Spore cortex-lytic enzyme
JOOKCBAM_00128	CDS	696	prsW	3.4.-.-	COG2339	Protease PrsW
JOOKCBAM_00129	CDS	972	ansZ_1	3.5.1.1	COG0252	L-asparaginase 2
JOOKCBAM_00130	CDS	996	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
JOOKCBAM_00131	CDS	1278	gudB	1.4.1.2	COG0334	Cryptic catabolic NAD-specific glutamate dehydrogenase GudB
JOOKCBAM_00132	CDS	579	mecB		COG4862	Adapter protein MecA 2
JOOKCBAM_00133	CDS	903	carH			HTH-type transcriptional repressor CarH
JOOKCBAM_00134	CDS	777	ypbG		COG1408	putative protein YpbG
JOOKCBAM_00135	CDS	636				hypothetical protein
JOOKCBAM_00136	CDS	459				hypothetical protein
JOOKCBAM_00137	CDS	642				hypothetical protein
JOOKCBAM_00138	CDS	603				hypothetical protein
JOOKCBAM_00139	CDS	1497	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
JOOKCBAM_00140	CDS	1056				hypothetical protein
JOOKCBAM_00141	CDS	249				Ferredoxin
JOOKCBAM_00142	CDS	564	fmnP		COG3601	Riboflavin transporter FmnP
JOOKCBAM_00143	CDS	1575	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
JOOKCBAM_00144	CDS	813	hisK_1	3.1.3.15	COG1387	Histidinol-phosphatase
JOOKCBAM_00145	CDS	903	nlpD			Murein hydrolase activator NlpD
JOOKCBAM_00146	CDS	1257	rsiX			Anti-sigma-X factor RsiX
JOOKCBAM_00147	CDS	552	sigX		COG1595	ECF RNA polymerase sigma factor SigX
JOOKCBAM_00148	CDS	1776	resE_1	2.7.13.3		Sensor histidine kinase ResE
JOOKCBAM_00149	CDS	717	srrA_1		COG0745	Transcriptional regulatory protein SrrA
JOOKCBAM_00150	CDS	1182	ccsA_1			Cytochrome c biogenesis protein CcsA
JOOKCBAM_00151	CDS	1623	ccsB			Cytochrome c biogenesis protein CcsB
JOOKCBAM_00152	CDS	525	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
JOOKCBAM_00153	CDS	726	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
JOOKCBAM_00154	CDS	534	spmB			Spore maturation protein B
JOOKCBAM_00155	CDS	588	spmA		COG2715	Spore maturation protein A
JOOKCBAM_00156	CDS	1140	dacB_1	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
JOOKCBAM_00157	CDS	489				hypothetical protein
JOOKCBAM_00158	CDS	420				hypothetical protein
JOOKCBAM_00159	CDS	627	scpB		COG1386	Segregation and condensation protein B
JOOKCBAM_00160	CDS	768	scpA		COG1354	Segregation and condensation protein A
JOOKCBAM_00161	CDS	519				hypothetical protein
JOOKCBAM_00162	CDS	360	ribT	2.3.1.-		Protein RibT
JOOKCBAM_00163	CDS	1323	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
JOOKCBAM_00164	CDS	1479	gerAA_1			Spore germination protein A1
JOOKCBAM_00165	CDS	564				hypothetical protein
JOOKCBAM_00166	CDS	429				hypothetical protein
JOOKCBAM_00167	CDS	639				hypothetical protein
JOOKCBAM_00168	CDS	123				hypothetical protein
JOOKCBAM_00169	CDS	759	sigF		COG1191	RNA polymerase sigma-F factor
JOOKCBAM_00170	CDS	444	spoIIAB	2.7.11.1	COG2172	Anti-sigma F factor
JOOKCBAM_00171	CDS	348	spoIIAA		COG1366	Anti-sigma F factor antagonist
JOOKCBAM_00172	CDS	1173	dacF	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
JOOKCBAM_00173	CDS	1305	pdp	2.4.2.2		Pyrimidine-nucleoside phosphorylase
JOOKCBAM_00174	CDS	825	punA	2.4.2.1		Purine nucleoside phosphorylase 1
JOOKCBAM_00175	CDS	1182	deoB	5.4.2.7	COG1015	Phosphopentomutase
JOOKCBAM_00176	CDS	894	xerD			Tyrosine recombinase XerD
JOOKCBAM_00177	CDS	225				hypothetical protein
JOOKCBAM_00178	CDS	471	fur		COG0735	Ferric uptake regulation protein
JOOKCBAM_00179	CDS	642	spoIIM		COG1300	Stage II sporulation protein M
JOOKCBAM_00180	CDS	1170				hypothetical protein
JOOKCBAM_00181	CDS	555	act	3.-.-.-		Methanol dehydrogenase activator
JOOKCBAM_00182	CDS	132				hypothetical protein
JOOKCBAM_00183	CDS	921	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
JOOKCBAM_00184	CDS	261				hypothetical protein
JOOKCBAM_00185	CDS	669	scoB_1	2.8.3.5	COG2057	Succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
JOOKCBAM_00186	CDS	693	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
JOOKCBAM_00187	CDS	1188	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
JOOKCBAM_00188	CDS	903	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
JOOKCBAM_00189	CDS	927				hypothetical protein
JOOKCBAM_00190	CDS	264				hypothetical protein
JOOKCBAM_00191	CDS	543				hypothetical protein
JOOKCBAM_00192	CDS	402				hypothetical protein
JOOKCBAM_00193	CDS	210				hypothetical protein
JOOKCBAM_00194	CDS	372	fra		COG5646	Intracellular iron chaperone frataxin
JOOKCBAM_00195	CDS	828	comR			HTH-type transcriptional repressor ComR
JOOKCBAM_00196	CDS	3084	swrC_1		COG0841	Swarming motility protein SwrC
JOOKCBAM_00197	CDS	495				hypothetical protein
JOOKCBAM_00198	CDS	120				hypothetical protein
JOOKCBAM_00199	CDS	162				hypothetical protein
JOOKCBAM_00200	CDS	1947	oatA	2.3.1.-		O-acetyltransferase OatA
JOOKCBAM_00201	CDS	552	gntZ	1.1.1.343	COG0362	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
JOOKCBAM_00202	CDS	1464				hypothetical protein
JOOKCBAM_00203	CDS	201				hypothetical protein
JOOKCBAM_00204	CDS	819	acoC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system
JOOKCBAM_00205	CDS	2085	cgkA	3.2.1.83		Kappa-carrageenase
JOOKCBAM_00206	CDS	282				hypothetical protein
JOOKCBAM_00207	CDS	579	yvdT			putative HTH-type transcriptional regulator YvdT
JOOKCBAM_00208	CDS	387	ykkC		COG2076	Multidrug resistance protein YkkC
JOOKCBAM_00209	CDS	315	ykkD		COG2076	Multidrug resistance protein YkkD
JOOKCBAM_00210	CDS	705				hypothetical protein
JOOKCBAM_00211	CDS	1392	yifK		COG1113	putative transport protein YifK
JOOKCBAM_00212	CDS	1029	malR_1		COG1609	HTH-type transcriptional regulator MalR
JOOKCBAM_00213	CDS	978	glcK_1	2.7.1.2	COG1940	Glucokinase
JOOKCBAM_00214	CDS	1668	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
JOOKCBAM_00215	CDS	1254	dctA		COG1301	C4-dicarboxylate transport protein
JOOKCBAM_00216	CDS	717	dcuR		COG4565	Transcriptional regulatory protein DcuR
JOOKCBAM_00217	CDS	1602	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
JOOKCBAM_00218	CDS	1170				hypothetical protein
JOOKCBAM_00219	CDS	204				hypothetical protein
JOOKCBAM_00220	CDS	210				hypothetical protein
JOOKCBAM_00221	CDS	477				hypothetical protein
JOOKCBAM_00222	CDS	1071	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
JOOKCBAM_00223	CDS	96				hypothetical protein
JOOKCBAM_00224	CDS	342				hypothetical protein
JOOKCBAM_00225	CDS	3180	rapA_1	3.6.4.-		RNA polymerase-associated protein RapA
JOOKCBAM_00226	CDS	576				hypothetical protein
JOOKCBAM_00227	CDS	366				hypothetical protein
JOOKCBAM_00228	CDS	285				hypothetical protein
JOOKCBAM_00229	CDS	1404	yxiD	3.1.-.-	COG5444	Ribonuclease YxiD
JOOKCBAM_00230	CDS	309				hypothetical protein
JOOKCBAM_00231	CDS	342				hypothetical protein
JOOKCBAM_00232	CDS	489				hypothetical protein
JOOKCBAM_00233	CDS	537				hypothetical protein
JOOKCBAM_00234	CDS	279				hypothetical protein
JOOKCBAM_00235	CDS	768		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
JOOKCBAM_00236	CDS	1431	ydgI_1		COG0531	Putative arginine/ornithine antiporter
JOOKCBAM_00237	CDS	888	cysL_1		COG0583	HTH-type transcriptional regulator CysL
JOOKCBAM_00238	CDS	1029				hypothetical protein
JOOKCBAM_00239	CDS	183				hypothetical protein
JOOKCBAM_00240	CDS	2151	yueB_1		COG1511	ESX secretion system protein YueB
JOOKCBAM_00241	CDS	243				hypothetical protein
JOOKCBAM_00242	tRNA	72				tRNA-Cys(gca)
JOOKCBAM_00243	CDS	708	rluF	5.4.99.21	COG1187	23S rRNA pseudouridine(2604) synthase
JOOKCBAM_00244	CDS	348				hypothetical protein
JOOKCBAM_00245	CDS	207				hypothetical protein
JOOKCBAM_00246	CDS	1179	tetA_1			Tetracycline resistance protein, class C
JOOKCBAM_00247	CDS	333				hypothetical protein
JOOKCBAM_00248	CDS	210				hypothetical protein
JOOKCBAM_00249	CDS	1158				hypothetical protein
JOOKCBAM_00250	CDS	582				hypothetical protein
JOOKCBAM_00251	CDS	573				hypothetical protein
JOOKCBAM_00252	CDS	573				hypothetical protein
JOOKCBAM_00253	CDS	642			COG3714	putative membrane protein
JOOKCBAM_00254	CDS	1173				hypothetical protein
JOOKCBAM_00255	CDS	591				hypothetical protein
JOOKCBAM_00256	CDS	1074	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
JOOKCBAM_00257	CDS	693	ydcV			Inner membrane ABC transporter permease protein YdcV
JOOKCBAM_00258	CDS	804	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
JOOKCBAM_00259	CDS	1110	potA	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
JOOKCBAM_00260	CDS	1881	htpG		COG0326	Chaperone protein HtpG
JOOKCBAM_00261	CDS	1065	scpD	3.4.17.18	COG2866	Zinc carboxypeptidase
JOOKCBAM_00262	CDS	138				hypothetical protein
JOOKCBAM_00263	CDS	444				hypothetical protein
JOOKCBAM_00264	CDS	432				hypothetical protein
JOOKCBAM_00265	CDS	1116	thiO	1.4.3.19		Glycine oxidase
JOOKCBAM_00266	CDS	399				hypothetical protein
JOOKCBAM_00267	CDS	1218				hypothetical protein
JOOKCBAM_00268	CDS	1287	entS_1			Enterobactin exporter EntS
JOOKCBAM_00269	CDS	759				hypothetical protein
JOOKCBAM_00270	CDS	627	fadR_1			Fatty acid metabolism regulator protein
JOOKCBAM_00271	CDS	879	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
JOOKCBAM_00272	CDS	801				hypothetical protein
JOOKCBAM_00273	CDS	795				hypothetical protein
JOOKCBAM_00274	CDS	1302	msmE_1		COG1653	Multiple sugar-binding protein
JOOKCBAM_00275	CDS	864	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
JOOKCBAM_00276	CDS	816	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
JOOKCBAM_00277	CDS	1062	malR_2		COG1609	HTH-type transcriptional regulator MalR
JOOKCBAM_00278	CDS	1686	malL_2	3.2.1.10	COG0366	Oligo-1,6-glucosidase
JOOKCBAM_00279	CDS	1314	pepT_1	3.4.11.4	COG2195	Peptidase T
JOOKCBAM_00280	CDS	693	walR_1		COG0745	Transcriptional regulatory protein WalR
JOOKCBAM_00281	CDS	2229	phoR_1	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
JOOKCBAM_00282	CDS	1233	naiP			Putative niacin/nicotinamide transporter NaiP
JOOKCBAM_00283	CDS	1185	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
JOOKCBAM_00284	CDS	879	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
JOOKCBAM_00285	CDS	969	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
JOOKCBAM_00286	CDS	777	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
JOOKCBAM_00287	CDS	708	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JOOKCBAM_00288	CDS	765	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
JOOKCBAM_00289	CDS	1206	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
JOOKCBAM_00290	CDS	615	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
JOOKCBAM_00291	CDS	777	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
JOOKCBAM_00292	CDS	1623	trpGD		COG0512	Bifunctional protein TrpGD
JOOKCBAM_00293	CDS	1398	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
JOOKCBAM_00294	CDS	1533	actP_1		COG4147	Cation/acetate symporter ActP
JOOKCBAM_00295	CDS	354				hypothetical protein
JOOKCBAM_00296	CDS	480				hypothetical protein
JOOKCBAM_00297	CDS	897	trxB_2	1.8.1.9	COG0492	Thioredoxin reductase
JOOKCBAM_00298	CDS	1539	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
JOOKCBAM_00299	CDS	1320	ywqF_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
JOOKCBAM_00300	CDS	474	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
JOOKCBAM_00301	CDS	1227				hypothetical protein
JOOKCBAM_00302	CDS	588				hypothetical protein
JOOKCBAM_00303	CDS	1362				hypothetical protein
JOOKCBAM_00304	CDS	1746	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
JOOKCBAM_00305	CDS	852	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
JOOKCBAM_00306	CDS	354				hypothetical protein
JOOKCBAM_00307	CDS	651				hypothetical protein
JOOKCBAM_00308	CDS	1032	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
JOOKCBAM_00309	CDS	726	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
JOOKCBAM_00310	CDS	666	bshB2_1	3.5.1.-	COG2120	putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2
JOOKCBAM_00311	CDS	348	yojF			putative protein YojF
JOOKCBAM_00312	CDS	363				hypothetical protein
JOOKCBAM_00313	CDS	243				hypothetical protein
JOOKCBAM_00314	CDS	366				hypothetical protein
JOOKCBAM_00315	CDS	390				hypothetical protein
JOOKCBAM_00316	CDS	354				hypothetical protein
JOOKCBAM_00317	CDS	1479	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
JOOKCBAM_00318	CDS	96				hypothetical protein
JOOKCBAM_00319	CDS	981	cfr	2.1.1.224		Ribosomal RNA large subunit methyltransferase Cfr
JOOKCBAM_00320	CDS	1398	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
JOOKCBAM_00321	CDS	891	icaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
JOOKCBAM_00322	CDS	603				hypothetical protein
JOOKCBAM_00323	CDS	1272	kynU	3.7.1.3		Kynureninase
JOOKCBAM_00324	CDS	633	kynB_1	3.5.1.9	COG1878	Kynurenine formamidase
JOOKCBAM_00325	CDS	858	kynA	1.13.11.11	COG3483	Tryptophan 2,3-dioxygenase
JOOKCBAM_00326	CDS	1350				hypothetical protein
JOOKCBAM_00327	CDS	813	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
JOOKCBAM_00328	CDS	792	fdhD		COG1526	Sulfur carrier protein FdhD
JOOKCBAM_00329	CDS	573	fdhA_1	1.17.1.9		Formate dehydrogenase subunit alpha
JOOKCBAM_00330	CDS	2319	fdhA_2	1.17.1.9		Formate dehydrogenase subunit alpha
JOOKCBAM_00331	CDS	828	fdnH		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
JOOKCBAM_00332	CDS	708	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
JOOKCBAM_00333	CDS	798	fdhE		COG3058	Protein FdhE 
JOOKCBAM_00334	CDS	600	mobA	2.7.7.77	COG0746	putative molybdenum cofactor guanylyltransferase
JOOKCBAM_00335	CDS	1233	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
JOOKCBAM_00336	CDS	1920	moeA_2	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
JOOKCBAM_00337	CDS	465	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
JOOKCBAM_00338	CDS	234	moaD			Molybdopterin synthase sulfur carrier subunit
JOOKCBAM_00339	CDS	1020	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
JOOKCBAM_00340	CDS	330	yflT			General stress protein 17M
JOOKCBAM_00341	CDS	675	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
JOOKCBAM_00342	CDS	183				hypothetical protein
JOOKCBAM_00343	CDS	267	ywdI			putative protein YwdI
JOOKCBAM_00344	CDS	372				hypothetical protein
JOOKCBAM_00345	CDS	1515	bmr3_1			Multidrug resistance protein 3
JOOKCBAM_00346	CDS	528	gerQ			Spore coat protein GerQ
JOOKCBAM_00347	CDS	744		1.11.1.-	COG3253	Putative heme-dependent peroxidase
JOOKCBAM_00348	CDS	978	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
JOOKCBAM_00349	CDS	153				hypothetical protein
JOOKCBAM_00350	CDS	837	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
JOOKCBAM_00351	CDS	963	rsfA_1			Prespore-specific transcriptional regulator RsfA
JOOKCBAM_00352	CDS	222				hypothetical protein
JOOKCBAM_00353	CDS	1296				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
JOOKCBAM_00354	CDS	507				hypothetical protein
JOOKCBAM_00355	CDS	186	ywhB	5.3.2.6	COG1942	2-hydroxymuconate tautomerase
JOOKCBAM_00356	CDS	630	rip2		COG1994	Putative zinc metalloprotease Rip2
JOOKCBAM_00357	CDS	510				hypothetical protein
JOOKCBAM_00358	CDS	2076	pbpG		COG0744	Penicillin-binding protein 2D
JOOKCBAM_00359	CDS	225				hypothetical protein
JOOKCBAM_00360	CDS	828	speE_1	2.5.1.16	COG0421	Polyamine aminopropyltransferase
JOOKCBAM_00361	CDS	873	speB	3.5.3.11	COG0010	Agmatinase
JOOKCBAM_00362	CDS	438	ywiB		COG4506	putative beta-barrel protein YwiB
JOOKCBAM_00363	CDS	954	uvsE_1	3.-.-.-	COG4294	UV DNA damage endonuclease
JOOKCBAM_00364	CDS	1197	clsB		COG1502	Minor cardiolipin synthase ClsB
JOOKCBAM_00365	CDS	2112	fadF	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
JOOKCBAM_00366	CDS	1188	mmgA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
JOOKCBAM_00367	CDS	852	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
JOOKCBAM_00368	CDS	1131	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JOOKCBAM_00369	CDS	1140	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JOOKCBAM_00370	CDS	636	kstR2_1			HTH-type transcriptional repressor KstR2
JOOKCBAM_00371	CDS	3267	icmF		COG1703	Fused isobutyryl-CoA mutase
