locus_tag	ftype	length_bp	gene	EC_number	COG	product
JNECGHPE_00042	CDS	234				hypothetical protein
JNECGHPE_00043	CDS	579				hypothetical protein
JNECGHPE_00044	CDS	222				hypothetical protein
JNECGHPE_00045	CDS	930		3.1.1.23	COG2267	Monoacylglycerol lipase
JNECGHPE_00046	CDS	234	secG		COG1314	putative protein-export membrane protein SecG
JNECGHPE_00047	CDS	492				hypothetical protein
JNECGHPE_00048	CDS	741	est	3.1.1.1		Carboxylesterase
JNECGHPE_00049	CDS	2436	rnr	3.1.13.1	COG0557	Ribonuclease R
JNECGHPE_00050	CDS	468	smpB		COG0691	SsrA-binding protein
JNECGHPE_00051	tmRNA	358	ssrA			transfer-messenger RNA, SsrA
JNECGHPE_00052	CDS	2049	glnG		COG2204	DNA-binding transcriptional regulator NtrC
JNECGHPE_00053	CDS	759		2.4.2.-	COG2071	Putative glutamine amidotransferase
JNECGHPE_00054	CDS	1431				hypothetical protein
JNECGHPE_00055	CDS	174				hypothetical protein
JNECGHPE_00056	CDS	297				hypothetical protein
JNECGHPE_00057	CDS	873	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
JNECGHPE_00058	CDS	543				hypothetical protein
JNECGHPE_00059	CDS	558	rsmA_1	2.1.1.-		Ribosomal RNA small subunit methyltransferase A
JNECGHPE_00060	CDS	687	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
JNECGHPE_00061	CDS	1089	walK_1	2.7.13.3		Sensor histidine kinase WalK
JNECGHPE_00062	CDS	2247	ydfJ_1		COG2409	Membrane protein YdfJ
JNECGHPE_00063	CDS	615	fadR_1			Fatty acid metabolism regulator protein
JNECGHPE_00064	CDS	399				hypothetical protein
JNECGHPE_00065	CDS	369				hypothetical protein
JNECGHPE_00066	CDS	984				hypothetical protein
JNECGHPE_00067	CDS	543	ydaF_1	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
JNECGHPE_00068	CDS	444				hypothetical protein
JNECGHPE_00069	CDS	1122	liaS_1	2.7.13.3	COG4585	Sensor histidine kinase LiaS
JNECGHPE_00070	CDS	648	liaR_1		COG2197	Transcriptional regulatory protein LiaR
JNECGHPE_00071	CDS	933	panE_1	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
JNECGHPE_00072	CDS	549	azr_1	1.7.-.-	COG0431	FMN-dependent NADPH-azoreductase
JNECGHPE_00073	CDS	402	yycE			putative protein YycE
JNECGHPE_00074	CDS	408				hypothetical protein
JNECGHPE_00075	CDS	471	lrp_1		COG1522	Leucine-responsive regulatory protein
JNECGHPE_00076	CDS	615				hypothetical protein
JNECGHPE_00077	CDS	630				hypothetical protein
JNECGHPE_00078	CDS	429	ywnA_1		COG1959	Putative HTH-type transcriptional regulator YwnA
JNECGHPE_00079	CDS	642				hypothetical protein
JNECGHPE_00080	CDS	633				hypothetical protein
JNECGHPE_00081	CDS	405				hypothetical protein
JNECGHPE_00082	CDS	330				hypothetical protein
JNECGHPE_00083	CDS	1308	pao	1.4.3.24		Pseudooxynicotine oxidase
JNECGHPE_00084	CDS	876	sigJ_1			ECF RNA polymerase sigma factor SigJ
JNECGHPE_00085	CDS	657				hypothetical protein
JNECGHPE_00086	CDS	705				Bifunctional xylanase/deacetylase
JNECGHPE_00087	CDS	441			COG1846	putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
JNECGHPE_00088	CDS	942	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
JNECGHPE_00089	CDS	606	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
JNECGHPE_00090	CDS	606	flr			Flavoredoxin
JNECGHPE_00091	CDS	540	sigY		COG1595	RNA polymerase sigma factor SigY
JNECGHPE_00092	CDS	303				hypothetical protein
JNECGHPE_00093	CDS	204	yxlD			Negative regulatory protein YxlD
JNECGHPE_00094	CDS	498				hypothetical protein
JNECGHPE_00095	CDS	393	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
JNECGHPE_00096	CDS	690	ytrB_1		COG1131	ABC transporter ATP-binding protein YtrB
JNECGHPE_00097	CDS	843				hypothetical protein
JNECGHPE_00098	CDS	1242				hypothetical protein
JNECGHPE_00099	CDS	1986	uvrB		COG0556	UvrABC system protein B
JNECGHPE_00100	CDS	2868	uvrA			UvrABC system protein A
JNECGHPE_00101	CDS	201	pspC		COG1983	Phage shock protein C
JNECGHPE_00102	CDS	375				hypothetical protein
JNECGHPE_00103	CDS	942	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
JNECGHPE_00104	CDS	813	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
JNECGHPE_00105	CDS	942				hypothetical protein
JNECGHPE_00106	CDS	645	ppaX_1	3.6.1.1	COG0546	Pyrophosphatase PpaX
JNECGHPE_00107	CDS	501	dapH_1	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
JNECGHPE_00108	CDS	1500	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
JNECGHPE_00109	CDS	948	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
JNECGHPE_00110	CDS	387				hypothetical protein
JNECGHPE_00111	CDS	465				hypothetical protein
JNECGHPE_00112	CDS	420				hypothetical protein
JNECGHPE_00113	CDS	192				hypothetical protein
JNECGHPE_00114	CDS	516				hypothetical protein
JNECGHPE_00115	CDS	807		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
JNECGHPE_00116	CDS	468				hypothetical protein
JNECGHPE_00117	CDS	672	crp			CRP-like cAMP-activated global transcriptional regulator
JNECGHPE_00118	CDS	330				hypothetical protein
JNECGHPE_00119	CDS	420				hypothetical protein
JNECGHPE_00120	CDS	741				hypothetical protein
JNECGHPE_00121	CDS	702				hypothetical protein
JNECGHPE_00122	CDS	1599				hypothetical protein
JNECGHPE_00123	CDS	351				hypothetical protein
JNECGHPE_00124	CDS	330				hypothetical protein
JNECGHPE_00125	CDS	612				hypothetical protein
JNECGHPE_00126	CDS	756	btuD	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
JNECGHPE_00127	CDS	6747	wapA	3.1.-.-		tRNA3(Ser)-specific nuclease WapA
JNECGHPE_00128	CDS	318				hypothetical protein
JNECGHPE_00129	CDS	1779				hypothetical protein
JNECGHPE_00130	CDS	1110	xerC_1		COG4973	Tyrosine recombinase XerC
JNECGHPE_00131	CDS	264				hypothetical protein
JNECGHPE_00132	CDS	999				hypothetical protein
JNECGHPE_00133	CDS	177				hypothetical protein
JNECGHPE_00134	CDS	510				hypothetical protein
JNECGHPE_00135	CDS	840	xerC_2		COG4973	Tyrosine recombinase XerC
JNECGHPE_00136	CDS	507				hypothetical protein
JNECGHPE_00137	CDS	396				hypothetical protein
JNECGHPE_00138	CDS	594				hypothetical protein
JNECGHPE_00139	CDS	504				hypothetical protein
JNECGHPE_00140	CDS	657	arlR_1		COG0745	Response regulator ArlR
JNECGHPE_00141	CDS	1311	arlS_1	2.7.13.3	COG0642	Signal transduction histidine-protein kinase ArlS
JNECGHPE_00142	CDS	417				hypothetical protein
JNECGHPE_00143	CDS	582				hypothetical protein
JNECGHPE_00144	CDS	492				hypothetical protein
JNECGHPE_00145	CDS	588				hypothetical protein
JNECGHPE_00146	CDS	948				hypothetical protein
JNECGHPE_00147	CDS	405				hypothetical protein
JNECGHPE_00148	CDS	246				hypothetical protein
JNECGHPE_00149	CDS	960	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
JNECGHPE_00150	CDS	738				hypothetical protein
JNECGHPE_00151	CDS	732	yvoA_1		COG2188	HTH-type transcriptional repressor YvoA
JNECGHPE_00152	CDS	1347	frlA		COG0531	putative fructoselysine/psicoselysine transporter FrlA
JNECGHPE_00153	CDS	1149				hypothetical protein
JNECGHPE_00154	CDS	903				hypothetical protein
JNECGHPE_00155	CDS	228				hypothetical protein
JNECGHPE_00156	CDS	273				hypothetical protein
JNECGHPE_00157	CDS	258	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JNECGHPE_00158	CDS	651	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JNECGHPE_00159	CDS	177				hypothetical protein
JNECGHPE_00160	CDS	138				hypothetical protein
JNECGHPE_00161	CDS	1464	rebO_1	1.4.3.23		Flavin-dependent L-tryptophan oxidase RebO
JNECGHPE_00162	CDS	261				hypothetical protein
JNECGHPE_00163	CDS	570				putative HTH-type transcriptional regulator
JNECGHPE_00164	CDS	1224	ynfM			Inner membrane transport protein YnfM
JNECGHPE_00165	CDS	135				hypothetical protein
JNECGHPE_00166	CDS	468				hypothetical protein
JNECGHPE_00167	CDS	528				hypothetical protein
JNECGHPE_00168	CDS	720	ucpA	1.-.-.-		Oxidoreductase UcpA
JNECGHPE_00169	CDS	558	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
JNECGHPE_00170	CDS	633	hxlA	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
JNECGHPE_00171	CDS	243				hypothetical protein
JNECGHPE_00172	CDS	246	zwf_1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
JNECGHPE_00173	CDS	993	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
JNECGHPE_00174	CDS	366	hxlR		COG1733	HTH-type transcriptional activator HxlR
JNECGHPE_00175	CDS	300	gerXA_1			Spore germination protein XA
JNECGHPE_00176	CDS	396	spxA_1		COG1393	Regulatory protein Spx
JNECGHPE_00177	CDS	414	ywnA_2		COG1959	Putative HTH-type transcriptional regulator YwnA
JNECGHPE_00178	CDS	336				hypothetical protein
JNECGHPE_00179	CDS	282				hypothetical protein
JNECGHPE_00180	CDS	1230				hypothetical protein
JNECGHPE_00181	CDS	915	marA			Multiple antibiotic resistance protein MarA
JNECGHPE_00182	CDS	210				hypothetical protein
JNECGHPE_00183	CDS	837	azoB	1.7.-.-		NAD(P)H azoreductase
JNECGHPE_00184	CDS	279				hypothetical protein
JNECGHPE_00185	CDS	879	pip	3.4.11.5		Proline iminopeptidase
JNECGHPE_00186	CDS	204				hypothetical protein
JNECGHPE_00187	CDS	1116				hypothetical protein
JNECGHPE_00188	CDS	300	cotF_1		COG5577	Spore coat protein F
JNECGHPE_00189	CDS	195				hypothetical protein
JNECGHPE_00190	CDS	1137		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
JNECGHPE_00191	CDS	369	cotF_2		COG5577	Spore coat protein F
JNECGHPE_00192	CDS	246				hypothetical protein
JNECGHPE_00193	CDS	315				hypothetical protein
JNECGHPE_00194	CDS	1365	gerBA_1			Spore germination protein B1
JNECGHPE_00195	CDS	1095				hypothetical protein
JNECGHPE_00196	CDS	1098	gerBC_1			Spore germination protein B3
JNECGHPE_00197	CDS	555		1.6.5.7		2-hydroxy-1,4-benzoquinone reductase
JNECGHPE_00198	CDS	339				hypothetical protein
JNECGHPE_00199	CDS	558	mdaB_1		COG2249	Modulator of drug activity B
JNECGHPE_00200	CDS	921				hypothetical protein
JNECGHPE_00201	CDS	132				hypothetical protein
JNECGHPE_00202	CDS	414				hypothetical protein
JNECGHPE_00203	CDS	360				hypothetical protein
JNECGHPE_00204	CDS	396				hypothetical protein
JNECGHPE_00205	CDS	213				hypothetical protein
JNECGHPE_00206	CDS	252				hypothetical protein
JNECGHPE_00207	CDS	645	speG_1	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
JNECGHPE_00208	CDS	459	yusO_1			putative HTH-type transcriptional regulator YusO
JNECGHPE_00209	CDS	1842			COG1132	putative ABC transporter ATP-binding protein
JNECGHPE_00210	CDS	666				hypothetical protein
JNECGHPE_00211	CDS	441	yjcF_1	2.3.1.-		putative N-acetyltransferase YjcF
JNECGHPE_00212	CDS	453			COG1846	putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
JNECGHPE_00213	CDS	519	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
JNECGHPE_00214	CDS	624	paiB		COG2808	Protease synthase and sporulation protein PAI 2
JNECGHPE_00215	CDS	294				hypothetical protein
JNECGHPE_00216	CDS	384				hypothetical protein
JNECGHPE_00217	CDS	597				hypothetical protein
JNECGHPE_00218	CDS	435				hypothetical protein
JNECGHPE_00219	CDS	168				hypothetical protein
JNECGHPE_00220	CDS	1692	atoC_2		COG2204	Regulatory protein AtoC
JNECGHPE_00221	CDS	1104		3.4.-.-		putative peptidase
JNECGHPE_00222	CDS	1062	ypdF_1	3.4.11.-	COG0006	Aminopeptidase YpdF
JNECGHPE_00223	CDS	1074				hypothetical protein
JNECGHPE_00224	CDS	624				hypothetical protein
JNECGHPE_00225	CDS	435				hypothetical protein
JNECGHPE_00226	CDS	843				hypothetical protein
JNECGHPE_00227	CDS	831	ybbA		COG2819	putative protein YbbA
JNECGHPE_00228	CDS	1188	rizA	6.3.2.48		L-arginine-specific L-amino acid ligase
JNECGHPE_00229	CDS	738				hypothetical protein
JNECGHPE_00230	CDS	747				hypothetical protein
JNECGHPE_00231	CDS	429				hypothetical protein
JNECGHPE_00232	CDS	219				hypothetical protein
JNECGHPE_00233	CDS	735	mngR		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
JNECGHPE_00234	CDS	711	deoD_1	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
JNECGHPE_00235	CDS	1002	cuyA	4.4.1.25		L-cysteate sulfo-lyase
JNECGHPE_00236	CDS	483	decR		COG1522	DNA-binding transcriptional activator DecR
JNECGHPE_00237	CDS	924				S-adenosylmethionine/S-adenosylhomocysteine transporter
JNECGHPE_00238	CDS	1647	sgrR		COG4533	HTH-type transcriptional regulator SgrR
JNECGHPE_00239	CDS	1263	mdtH_1			Multidrug resistance protein MdtH
JNECGHPE_00240	CDS	1098				hypothetical protein
JNECGHPE_00241	CDS	1503	gerXA_2			Spore germination protein XA
JNECGHPE_00242	CDS	1173	gerBC_2			Spore germination protein B3
JNECGHPE_00243	CDS	1002	mbl		COG1077	MreB-like protein
JNECGHPE_00244	CDS	399	spoIIID			Stage III sporulation protein D
JNECGHPE_00245	CDS	780	spoIIQ		COG0739	Stage II sporulation protein Q
JNECGHPE_00246	CDS	1620	dppE_1		COG4166	Dipeptide-binding protein DppE
JNECGHPE_00247	CDS	1008	lytB_1		COG2247	Amidase enhancer
JNECGHPE_00248	CDS	1305	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
JNECGHPE_00249	CDS	720	ywmB			putative protein YwmB
JNECGHPE_00250	CDS	237				hypothetical protein
JNECGHPE_00251	CDS	1497	nuoN	1.6.5.11	COG1007	NADH-quinone oxidoreductase subunit N
JNECGHPE_00252	CDS	1512	ndhD1	1.6.5.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
JNECGHPE_00253	CDS	1857	nuoL_1	1.6.5.11	COG1009	NADH-quinone oxidoreductase subunit L
JNECGHPE_00254	CDS	315		1.6.5.11	COG0713	NADH-quinone oxidoreductase subunit 11
JNECGHPE_00255	CDS	519	nuoJ	1.6.5.11	COG0839	NADH-quinone oxidoreductase subunit J
JNECGHPE_00256	CDS	420	nuoI	1.6.5.11	COG1143	NADH-quinone oxidoreductase subunit I
JNECGHPE_00257	CDS	1002	nuoH	1.6.5.11	COG1005	NADH-quinone oxidoreductase subunit H
JNECGHPE_00258	CDS	1101	ndhH	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit H
JNECGHPE_00259	CDS	1332	ndhJ	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit J
JNECGHPE_00260	CDS	519	nqo6	1.6.5.11	COG0377	NADH-quinone oxidoreductase subunit 6
JNECGHPE_00261	CDS	369	ndhC	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit 3
JNECGHPE_00262	CDS	1773	emrB			Multidrug export protein EmrB
JNECGHPE_00263	CDS	663	emrK		COG1566	putative multidrug resistance protein EmrK
JNECGHPE_00264	CDS	621				hypothetical protein
JNECGHPE_00265	CDS	987				hypothetical protein
JNECGHPE_00266	CDS	402	atpC		COG0355	ATP synthase epsilon chain
JNECGHPE_00267	CDS	1431	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
JNECGHPE_00268	CDS	855	atpG		COG0224	ATP synthase gamma chain
JNECGHPE_00269	CDS	1509	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
JNECGHPE_00270	CDS	540	atpH		COG0712	ATP synthase subunit delta
JNECGHPE_00271	CDS	525	atpF			ATP synthase subunit b
JNECGHPE_00272	CDS	216	atpE			ATP synthase subunit c
JNECGHPE_00273	CDS	735	atpB			ATP synthase subunit a
JNECGHPE_00274	CDS	381				hypothetical protein
JNECGHPE_00275	CDS	225				hypothetical protein
JNECGHPE_00276	CDS	2205	vpr_1	3.4.21.-	COG1404	Minor extracellular protease vpr
JNECGHPE_00277	CDS	636	ureI			Acid-activated urea channel
JNECGHPE_00278	CDS	1185	nupC_1		COG1972	Nucleoside permease NupC
JNECGHPE_00279	CDS	405	cdd_1	3.5.4.5	COG0295	Cytidine deaminase
JNECGHPE_00280	CDS	666	deoC_1	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
JNECGHPE_00281	CDS	954	deoR		COG2390	Deoxyribonucleoside regulator
JNECGHPE_00282	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
JNECGHPE_00283	CDS	519				hypothetical protein
JNECGHPE_00284	CDS	1242	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
JNECGHPE_00285	CDS	567				hypothetical protein
JNECGHPE_00286	CDS	450	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
JNECGHPE_00287	CDS	441	ywle	3.9.1.2		Protein-arginine-phosphatase
JNECGHPE_00288	CDS	558	mntP_1		COG1971	putative manganese efflux pump MntP
JNECGHPE_00289	CDS	1047	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
JNECGHPE_00290	CDS	459				hypothetical protein
JNECGHPE_00291	CDS	810				hypothetical protein
JNECGHPE_00292	CDS	855	lysX_1	6.3.2.43	COG0189	Alpha-aminoadipate--LysW ligase LysX
JNECGHPE_00293	CDS	906	lysX_2	6.3.2.43	COG0189	Alpha-aminoadipate--LysW ligase LysX
JNECGHPE_00294	CDS	858	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
JNECGHPE_00295	CDS	1068	prfA		COG0216	Peptide chain release factor 1
JNECGHPE_00296	CDS	615	tdk	2.7.1.21	COG1435	Thymidine kinase
JNECGHPE_00297	CDS	246	rpmE2		COG0254	50S ribosomal protein L31 type B
JNECGHPE_00298	CDS	1275	rho	3.6.4.-	COG1158	Transcription termination factor Rho
JNECGHPE_00299	CDS	966	glpX_1	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
JNECGHPE_00300	CDS	1299	murAB	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
JNECGHPE_00301	CDS	855	fba	4.1.2.13		Fructose-bisphosphate aldolase
JNECGHPE_00302	CDS	378	spo0F	2.7.-.-	COG0784	Sporulation initiation phosphotransferase F
JNECGHPE_00303	CDS	525				hypothetical protein
JNECGHPE_00304	CDS	1602	pyrG	6.3.4.2		CTP synthase
JNECGHPE_00305	CDS	333	rpoE		COG3343	DNA-directed RNA polymerase subunit delta
JNECGHPE_00306	CDS	3240	icmF		COG1703	Fused isobutyryl-CoA mutase
JNECGHPE_00307	CDS	1131	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JNECGHPE_00308	CDS	1179	mmgA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
JNECGHPE_00309	CDS	2109	fadF	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
JNECGHPE_00310	CDS	1194	clsB_1		COG1502	Minor cardiolipin synthase ClsB
JNECGHPE_00311	CDS	954	uvsE_1	3.-.-.-	COG4294	UV DNA damage endonuclease
JNECGHPE_00312	CDS	381				hypothetical protein
JNECGHPE_00313	CDS	1185	rsgI			Anti-sigma-I factor RsgI
JNECGHPE_00314	CDS	729	sigI			RNA polymerase sigma factor SigI
JNECGHPE_00315	CDS	1242				hypothetical protein
JNECGHPE_00316	CDS	1671	argS_1	6.1.1.19		Arginine--tRNA ligase
JNECGHPE_00317	CDS	438	ywiB		COG4506	putative beta-barrel protein YwiB
JNECGHPE_00318	CDS	150				hypothetical protein
JNECGHPE_00319	CDS	1047	atpD1	3.6.3.14		ATP synthase subunit beta 1
JNECGHPE_00320	CDS	387				hypothetical protein
JNECGHPE_00321	CDS	1509	cph2			Phytochrome-like protein cph2
JNECGHPE_00322	CDS	537	aaaT_1	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
JNECGHPE_00323	CDS	891	eamA_1		COG0697	putative amino-acid metabolite efflux pump
JNECGHPE_00324	CDS	963	mhqA_1	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
JNECGHPE_00325	CDS	459	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
JNECGHPE_00326	CDS	1596	prfC			Peptide chain release factor 3
JNECGHPE_00327	CDS	378				hypothetical protein
JNECGHPE_00328	CDS	381	mutT4	3.6.1.-	COG0494	Putative mutator protein MutT4
JNECGHPE_00329	CDS	3084	ydgH_1		COG2409	Putative membrane protein YdgH
JNECGHPE_00330	CDS	507	yusO_2			putative HTH-type transcriptional regulator YusO
JNECGHPE_00331	CDS	912	yicL_1		COG0697	putative inner membrane transporter YicL
JNECGHPE_00332	CDS	567	ydaF_2	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
JNECGHPE_00333	CDS	909				hypothetical protein
JNECGHPE_00334	CDS	1479	hsrA			putative transport protein HsrA
JNECGHPE_00335	CDS	384	yflH			putative protein YflH
JNECGHPE_00336	CDS	864			COG1307	Fatty acid-binding protein
JNECGHPE_00337	CDS	648				hypothetical protein
JNECGHPE_00338	CDS	1569	lysS_1	6.1.1.6	COG1384	Lysine--tRNA ligase
JNECGHPE_00339	CDS	153				hypothetical protein
JNECGHPE_00340	CDS	510				hypothetical protein
JNECGHPE_00341	CDS	618	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
JNECGHPE_00342	CDS	933	estB	3.1.1.-	COG1680	Esterase EstB
JNECGHPE_00343	CDS	402				hypothetical protein
JNECGHPE_00344	CDS	618				hypothetical protein
JNECGHPE_00345	CDS	765	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
JNECGHPE_00346	CDS	621	polC_1	2.7.7.7		DNA polymerase III PolC-type
JNECGHPE_00347	CDS	408				hypothetical protein
JNECGHPE_00348	CDS	690	yohK		COG1346	Inner membrane protein YohK
JNECGHPE_00349	CDS	243				hypothetical protein
JNECGHPE_00350	CDS	897	ypeA_1	2.3.1.-		Acetyltransferase YpeA
JNECGHPE_00351	CDS	1230	bacE			Putative bacilysin exporter BacE
JNECGHPE_00352	CDS	618	yfiR_1			putative HTH-type transcriptional regulator YfiR
JNECGHPE_00353	CDS	312				hypothetical protein
JNECGHPE_00354	CDS	930	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
JNECGHPE_00355	CDS	723	glnQ_1			Glutamine transport ATP-binding protein GlnQ
JNECGHPE_00356	CDS	657	yecS		COG0765	L-cystine transport system permease protein YecS
JNECGHPE_00357	CDS	810	glnH_1		COG0834	Glutamine-binding periplasmic protein
JNECGHPE_00358	CDS	3081	sbcC			Nuclease SbcCD subunit C
JNECGHPE_00359	CDS	1161	sbcD		COG0420	Nuclease SbcCD subunit D
JNECGHPE_00360	CDS	318	ydbP		COG0526	Thioredoxin-like protein YdbP
JNECGHPE_00361	CDS	627	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
JNECGHPE_00362	CDS	177				hypothetical protein
JNECGHPE_00363	CDS	156				hypothetical protein
JNECGHPE_00364	CDS	669				hypothetical protein
JNECGHPE_00365	CDS	219				hypothetical protein
JNECGHPE_00366	CDS	300				hypothetical protein
JNECGHPE_00367	CDS	1410	kamA_1	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
JNECGHPE_00368	CDS	141				hypothetical protein
JNECGHPE_00369	CDS	1572	lctP		COG1620	L-lactate permease
JNECGHPE_00370	CDS	945	msrR		COG1316	Regulatory protein MsrR
