locus_tag	ftype	length_bp	gene	EC_number	COG	product
FHOFBOCF_00075	CDS	252				hypothetical protein
FHOFBOCF_00076	CDS	831	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
FHOFBOCF_00077	CDS	696	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
FHOFBOCF_00078	CDS	318				hypothetical protein
FHOFBOCF_00079	CDS	609	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
FHOFBOCF_00080	CDS	171				hypothetical protein
FHOFBOCF_00081	CDS	765				hypothetical protein
FHOFBOCF_00082	CDS	225				hypothetical protein
FHOFBOCF_00083	CDS	282				hypothetical protein
FHOFBOCF_00084	CDS	1401	kamA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
FHOFBOCF_00085	CDS	1377	rocR_1		COG3829	Arginine utilization regulatory protein RocR
FHOFBOCF_00086	CDS	1290	spsA_1		COG0463	Spore coat polysaccharide biosynthesis protein SpsA
FHOFBOCF_00087	CDS	321				hypothetical protein
FHOFBOCF_00088	CDS	402				hypothetical protein
FHOFBOCF_00089	CDS	963				hypothetical protein
FHOFBOCF_00090	CDS	723	neuA	2.7.7.43	COG1083	N-acylneuraminate cytidylyltransferase
FHOFBOCF_00091	CDS	1029	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
FHOFBOCF_00092	CDS	432	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
FHOFBOCF_00093	CDS	534	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
FHOFBOCF_00094	CDS	432	yusO_1			putative HTH-type transcriptional regulator YusO
FHOFBOCF_00095	CDS	261				hypothetical protein
FHOFBOCF_00096	CDS	666				hypothetical protein
FHOFBOCF_00097	CDS	198				hypothetical protein
FHOFBOCF_00098	CDS	567				hypothetical protein
FHOFBOCF_00099	CDS	762	lipC_1	3.-.-.-	COG2755	Spore germination lipase LipC
FHOFBOCF_00100	CDS	591	ypmQ		COG1999	SCO1 protein 
FHOFBOCF_00101	CDS	843				DegV domain-containing protein
FHOFBOCF_00102	CDS	252				hypothetical protein
FHOFBOCF_00103	CDS	1269	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
FHOFBOCF_00104	CDS	969	atoC		COG2204	Regulatory protein AtoC
FHOFBOCF_00105	CDS	639				hypothetical protein
FHOFBOCF_00106	CDS	624				hypothetical protein
FHOFBOCF_00107	CDS	486	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
FHOFBOCF_00108	CDS	795	thyA2	2.1.1.45	COG0207	Thymidylate synthase 2
FHOFBOCF_00109	CDS	528	ypjQ_1		COG1267	putative protein YpjQ
FHOFBOCF_00110	CDS	618				hypothetical protein
FHOFBOCF_00111	CDS	789	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
FHOFBOCF_00112	CDS	435				hypothetical protein
FHOFBOCF_00113	CDS	1677	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
FHOFBOCF_00114	CDS	1137				hypothetical protein
FHOFBOCF_00115	CDS	624	yedJ		COG1418	putative protein YedJ
FHOFBOCF_00116	CDS	483	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
FHOFBOCF_00117	CDS	1683	fhs	6.3.4.3		Formate--tetrahydrofolate ligase
FHOFBOCF_00118	CDS	909	metAA	2.3.1.31		Homoserine O-acetyltransferase
FHOFBOCF_00119	CDS	1152	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
FHOFBOCF_00120	CDS	702				hypothetical protein
FHOFBOCF_00121	CDS	201	cspD		COG1278	Cold shock protein CspD
FHOFBOCF_00122	CDS	183	degR			Regulatory protein DegR
FHOFBOCF_00123	CDS	183				hypothetical protein
FHOFBOCF_00124	CDS	672				hypothetical protein
FHOFBOCF_00125	CDS	690	yhhQ		COG1738	Queuosine precursor transporter
FHOFBOCF_00126	CDS	396	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
FHOFBOCF_00127	CDS	126	sspL			Small, acid-soluble spore protein L
FHOFBOCF_00128	CDS	888	ypcP	3.1.11.-	COG0258	5'-3' exonuclease
FHOFBOCF_00129	CDS	111				hypothetical protein
FHOFBOCF_00130	CDS	309				hypothetical protein
FHOFBOCF_00131	CDS	3594		3.6.5.5	COG0699	Bacterial dynamin-like protein
FHOFBOCF_00132	CDS	510				hypothetical protein
FHOFBOCF_00133	CDS	1101		2.3.1.-	COG3424	Alpha-pyrone synthesis polyketide synthase-like Pks11
FHOFBOCF_00134	CDS	252				hypothetical protein
FHOFBOCF_00135	CDS	855	pgdA_1	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
FHOFBOCF_00136	CDS	1320	pucK		COG2233	Uric acid permease PucK
FHOFBOCF_00137	CDS	585	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
FHOFBOCF_00138	CDS	1506	ypwA	3.4.17.19	COG2317	Carboxypeptidase 1
FHOFBOCF_00139	CDS	1941	dinG_1	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
FHOFBOCF_00140	CDS	198				hypothetical protein
FHOFBOCF_00141	CDS	1155	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
FHOFBOCF_00142	CDS	306	gpsB		COG3599	Cell cycle protein GpsB
FHOFBOCF_00143	CDS	543				hypothetical protein
FHOFBOCF_00144	CDS	240				hypothetical protein
FHOFBOCF_00145	CDS	96				hypothetical protein
FHOFBOCF_00146	CDS	1248				hypothetical protein
FHOFBOCF_00147	CDS	2247	crhR	3.6.4.13		RNA helicase CrhR
FHOFBOCF_00148	CDS	1128		1.-.-.-		putative oxidoreductase
FHOFBOCF_00149	CDS	507	crr			PTS system glucose-specific EIIA component
FHOFBOCF_00150	CDS	420				hypothetical protein
FHOFBOCF_00151	CDS	450				hypothetical protein
FHOFBOCF_00152	CDS	372	yppE			putative protein YppE
FHOFBOCF_00153	CDS	237				hypothetical protein
FHOFBOCF_00154	CDS	105				hypothetical protein
FHOFBOCF_00155	CDS	957				hypothetical protein
FHOFBOCF_00156	CDS	636	recU	3.1.22.-	COG3331	Holliday junction resolvase RecU
FHOFBOCF_00157	CDS	2715	ponA		COG0744	Penicillin-binding protein 1A/1B
FHOFBOCF_00158	CDS	510	ypoC			putative protein YpoC
FHOFBOCF_00159	CDS	663	nth	4.2.99.18	COG0177	Endonuclease III
FHOFBOCF_00160	CDS	705	dnaD		COG3935	DNA replication protein DnaD
FHOFBOCF_00161	CDS	1296	asnS	6.1.1.22		Asparagine--tRNA ligase
FHOFBOCF_00162	CDS	486	ypmB		COG5353	putative protein YpmB
FHOFBOCF_00163	CDS	171				hypothetical protein
FHOFBOCF_00164	CDS	2793	dinG_2	3.6.4.12	COG0847	putative ATP-dependent helicase DinG 
FHOFBOCF_00165	CDS	408	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
FHOFBOCF_00166	CDS	867	panC	6.3.2.1		Pantothenate synthetase
FHOFBOCF_00167	CDS	840	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
FHOFBOCF_00168	CDS	984	birA_1	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
FHOFBOCF_00169	CDS	1209	cca	2.7.7.72		CCA-adding enzyme
FHOFBOCF_00170	CDS	1146	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
FHOFBOCF_00171	CDS	705	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
FHOFBOCF_00172	CDS	420	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
FHOFBOCF_00173	CDS	804	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
FHOFBOCF_00174	CDS	336	ypjD		COG1694	putative protein YpjD
FHOFBOCF_00175	CDS	873				hypothetical protein
FHOFBOCF_00176	CDS	804				hypothetical protein
FHOFBOCF_00177	CDS	594				hypothetical protein
FHOFBOCF_00178	CDS	774	cccB_1		COG2010	Cytochrome c-551
FHOFBOCF_00179	CDS	675	qcrB		COG1290	Menaquinol-cytochrome c reductase cytochrome b subunit
FHOFBOCF_00180	CDS	507	petC	1.10.9.1		Cytochrome b6-f complex iron-sulfur subunit
FHOFBOCF_00181	CDS	447				hypothetical protein
FHOFBOCF_00182	CDS	540				hypothetical protein
FHOFBOCF_00183	CDS	1272	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
FHOFBOCF_00184	CDS	1287	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
FHOFBOCF_00185	CDS	1116	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
FHOFBOCF_00186	CDS	1098	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
FHOFBOCF_00187	CDS	804	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
FHOFBOCF_00188	CDS	1200	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
FHOFBOCF_00189	CDS	660	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
FHOFBOCF_00190	CDS	753	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
FHOFBOCF_00191	CDS	1023	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
FHOFBOCF_00192	CDS	1548	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
FHOFBOCF_00193	CDS	384	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
FHOFBOCF_00194	CDS	1092	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
FHOFBOCF_00195	CDS	1173	aroC	4.2.3.5	COG0082	Chorismate synthase
FHOFBOCF_00196	CDS	780	cheR	2.1.1.80		Chemotaxis protein methyltransferase
FHOFBOCF_00197	CDS	447	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
FHOFBOCF_00198	CDS	963	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
FHOFBOCF_00199	CDS	705	menG	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
FHOFBOCF_00200	CDS	768	hepS	2.5.1.30		Heptaprenyl diphosphate synthase component 1
FHOFBOCF_00201	CDS	231	mtrB			Transcription attenuation protein MtrB
FHOFBOCF_00202	CDS	570	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
FHOFBOCF_00203	CDS	279	hupA		COG0776	DNA-binding protein HU 1
FHOFBOCF_00204	CDS	1479	spoIVA	3.6.1.3		Stage IV sporulation protein A
FHOFBOCF_00205	CDS	726				hypothetical protein
FHOFBOCF_00206	CDS	204				hypothetical protein
FHOFBOCF_00207	CDS	1038	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
FHOFBOCF_00208	CDS	1311	der		COG1160	GTPase Der
FHOFBOCF_00209	CDS	195				hypothetical protein
FHOFBOCF_00210	CDS	885				hypothetical protein
FHOFBOCF_00211	CDS	603				hypothetical protein
FHOFBOCF_00212	CDS	135				hypothetical protein
FHOFBOCF_00213	CDS	1026	fni	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
FHOFBOCF_00214	CDS	1152	ypfD		COG0539	30S ribosomal protein S1 
FHOFBOCF_00215	CDS	678	cmk	2.7.4.25	COG0283	Cytidylate kinase
FHOFBOCF_00216	CDS	183				hypothetical protein
FHOFBOCF_00217	CDS	648	ypfA		COG5581	putative protein YpfA
FHOFBOCF_00218	CDS	1350	ypeB			Sporulation protein YpeB
FHOFBOCF_00219	CDS	903	sleB		COG3409	Spore cortex-lytic enzyme
FHOFBOCF_00220	CDS	657	prsW	3.4.-.-	COG2339	Protease PrsW
FHOFBOCF_00221	CDS	972	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
FHOFBOCF_00222	CDS	1275	gudB	1.4.1.2	COG0334	Cryptic catabolic NAD-specific glutamate dehydrogenase GudB
FHOFBOCF_00223	CDS	579	mecB		COG4862	Adapter protein MecA 2
FHOFBOCF_00224	CDS	789	ypbG		COG1408	putative protein YpbG
FHOFBOCF_00225	CDS	453				hypothetical protein
FHOFBOCF_00226	CDS	783	ebpS			Elastin-binding protein EbpS
FHOFBOCF_00227	CDS	651				hypothetical protein
FHOFBOCF_00228	CDS	1509	recQ_2	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
FHOFBOCF_00229	CDS	1053				hypothetical protein
FHOFBOCF_00230	CDS	249				Ferredoxin
FHOFBOCF_00231	CDS	585	fmnP		COG3601	Riboflavin transporter FmnP
FHOFBOCF_00232	CDS	1575	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
FHOFBOCF_00233	CDS	648	nlpD		COG0739	Murein hydrolase activator NlpD
FHOFBOCF_00234	CDS	999	rsiX			Anti-sigma-X factor RsiX
FHOFBOCF_00235	CDS	609	sigX		COG1595	ECF RNA polymerase sigma factor SigX
FHOFBOCF_00236	CDS	1782	resE_1	2.7.13.3		Sensor histidine kinase ResE
FHOFBOCF_00237	CDS	723	srrA_1		COG0745	Transcriptional regulatory protein SrrA
FHOFBOCF_00238	CDS	1179	ccsA_1			Cytochrome c biogenesis protein CcsA
FHOFBOCF_00239	CDS	1680	ccsB			Cytochrome c biogenesis protein CcsB
FHOFBOCF_00240	CDS	531	resA_1			Thiol-disulfide oxidoreductase ResA
FHOFBOCF_00241	CDS	735	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
FHOFBOCF_00242	CDS	537	spmB			Spore maturation protein B
FHOFBOCF_00243	CDS	588	spmA		COG2715	Spore maturation protein A
FHOFBOCF_00244	CDS	1161	dacB	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
FHOFBOCF_00245	CDS	480				hypothetical protein
FHOFBOCF_00246	CDS	594	scpB		COG1386	Segregation and condensation protein B
FHOFBOCF_00247	CDS	759	scpA		COG1354	Segregation and condensation protein A
FHOFBOCF_00248	CDS	93				hypothetical protein
FHOFBOCF_00249	CDS	525				hypothetical protein
FHOFBOCF_00250	CDS	354	ribT	2.3.1.-		Protein RibT
FHOFBOCF_00251	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
FHOFBOCF_00252	CDS	627	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
FHOFBOCF_00253	CDS	651	ribE	2.5.1.9	COG0307	Riboflavin synthase
FHOFBOCF_00254	CDS	345				hypothetical protein
FHOFBOCF_00255	CDS	237				hypothetical protein
FHOFBOCF_00256	CDS	582	comR			HTH-type transcriptional repressor ComR
FHOFBOCF_00257	CDS	1263				putative transporter
FHOFBOCF_00258	CDS	438	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
FHOFBOCF_00259	CDS	885	ypuA		COG4086	putative protein YpuA
FHOFBOCF_00260	CDS	1332	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
FHOFBOCF_00261	CDS	1473	gerAA_1			Spore germination protein A1
FHOFBOCF_00262	CDS	609				hypothetical protein
FHOFBOCF_00263	CDS	351				hypothetical protein
FHOFBOCF_00264	CDS	1017	spoVAD			Stage V sporulation protein AD
FHOFBOCF_00265	CDS	453				hypothetical protein
FHOFBOCF_00266	CDS	417				hypothetical protein
FHOFBOCF_00267	CDS	621				hypothetical protein
FHOFBOCF_00268	CDS	768	sigF		COG1191	RNA polymerase sigma-F factor
FHOFBOCF_00269	CDS	441	spoIIAB	2.7.11.1	COG2172	Anti-sigma F factor
FHOFBOCF_00270	CDS	354	spoIIAA		COG1366	Anti-sigma F factor antagonist
FHOFBOCF_00271	CDS	1188	dacF	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
FHOFBOCF_00272	CDS	813	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
FHOFBOCF_00273	CDS	1185	deoB	5.4.2.7	COG1015	Phosphopentomutase
FHOFBOCF_00274	CDS	891	xerD_1			Tyrosine recombinase XerD
FHOFBOCF_00275	CDS	228				hypothetical protein
FHOFBOCF_00276	CDS	453	fur		COG0735	Ferric uptake regulation protein
FHOFBOCF_00277	CDS	645	spoIIM		COG1300	Stage II sporulation protein M
FHOFBOCF_00278	CDS	1131	aprN	3.4.21.62		Subtilisin NAT
FHOFBOCF_00279	CDS	222				hypothetical protein
FHOFBOCF_00280	CDS	453				hypothetical protein
FHOFBOCF_00281	CDS	1176				hypothetical protein
FHOFBOCF_00282	CDS	558	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
FHOFBOCF_00283	CDS	924	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
FHOFBOCF_00284	CDS	225				hypothetical protein
FHOFBOCF_00285	CDS	927	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
FHOFBOCF_00286	CDS	1263	rapA_1	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
FHOFBOCF_00287	CDS	240				hypothetical protein
FHOFBOCF_00288	CDS	327				hypothetical protein
FHOFBOCF_00289	CDS	966	bltD	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
FHOFBOCF_00290	CDS	480	yqjY			putative protein YqjY
FHOFBOCF_00291	CDS	450				hypothetical protein
FHOFBOCF_00292	CDS	1233	dinB_1	2.7.7.7	COG0389	DNA polymerase IV
FHOFBOCF_00293	CDS	345				hypothetical protein
FHOFBOCF_00294	CDS	1236	tetA_1			Tetracycline resistance protein, class B
FHOFBOCF_00295	CDS	960	coaA	2.7.1.33	COG1072	Pantothenate kinase
FHOFBOCF_00296	CDS	1329	cdr	1.8.1.14	COG0446	Coenzyme A disulfide reductase
FHOFBOCF_00297	CDS	777		1.-.-.-		putative oxidoreductase
FHOFBOCF_00298	CDS	951	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
FHOFBOCF_00299	CDS	828	proC_2	1.5.1.2		Pyrroline-5-carboxylate reductase
FHOFBOCF_00300	CDS	273				hypothetical protein
FHOFBOCF_00301	CDS	1614	rocB		COG4187	Protein RocB
FHOFBOCF_00302	CDS	1017	namA	1.6.99.1	COG1902	NADPH dehydrogenase
FHOFBOCF_00303	CDS	765	dhaA_1	3.8.1.5		Haloalkane dehalogenase
FHOFBOCF_00304	CDS	1308			COG1167	Putative aminotransferase/MSMEI_6121
FHOFBOCF_00305	CDS	930	rnz	3.1.26.11	COG1234	Ribonuclease Z
FHOFBOCF_00306	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
FHOFBOCF_00307	CDS	723	gmuR		COG2188	HTH-type transcriptional regulator GmuR
FHOFBOCF_00308	CDS	1407	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
FHOFBOCF_00309	CDS	1347	gmuC		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
FHOFBOCF_00310	CDS	333	gmuA		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
FHOFBOCF_00311	CDS	387	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
FHOFBOCF_00312	CDS	786	gdh_1	1.1.1.47	COG1028	Glucose 1-dehydrogenase
FHOFBOCF_00313	CDS	849	glcU		COG4975	putative glucose uptake protein GlcU
FHOFBOCF_00314	CDS	1410	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
FHOFBOCF_00315	CDS	1239	dinB_2	2.7.7.7	COG0389	DNA polymerase IV
FHOFBOCF_00316	CDS	993	nit	3.5.5.1		Nitrilase
FHOFBOCF_00317	CDS	297	mifM			Membrane protein insertion and folding monitor
FHOFBOCF_00318	CDS	819	misCB		COG0706	Membrane protein insertase MisCB
FHOFBOCF_00319	CDS	465	cheW_1		COG0835	Chemotaxis protein CheW
FHOFBOCF_00320	CDS	1122	pepT_1	3.4.11.4	COG2195	Peptidase T
FHOFBOCF_00321	CDS	1470	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
FHOFBOCF_00322	CDS	423				hypothetical protein
FHOFBOCF_00323	CDS	510	ykuD_1	2.-.-.-	COG1376	Putative L,D-transpeptidase YkuD
FHOFBOCF_00324	CDS	954				hypothetical protein
FHOFBOCF_00325	CDS	723	artM		COG1126	Arginine transport ATP-binding protein ArtM
FHOFBOCF_00326	CDS	657	artQ_1		COG0765	Arginine transport system permease protein ArtQ
FHOFBOCF_00327	CDS	765	artP		COG0834	Arginine-binding extracellular protein ArtP
FHOFBOCF_00328	CDS	438				hypothetical protein
FHOFBOCF_00329	CDS	894	bmrU	2.7.1.-	COG1597	Putative lipid kinase BmrU
FHOFBOCF_00330	CDS	294				hypothetical protein
FHOFBOCF_00331	CDS	1257	pdhC_1	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
FHOFBOCF_00332	CDS	984	bfmBAB_1	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
FHOFBOCF_00333	CDS	996	bfmBAA	1.2.4.4	COG1071	2-oxoisovalerate dehydrogenase subunit alpha
FHOFBOCF_00334	CDS	1425	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
FHOFBOCF_00335	CDS	1122	buk2	2.7.2.7	COG3426	Butyrate kinase 2
FHOFBOCF_00336	CDS	1095	ldh_1	1.4.1.9	COG0334	Leucine dehydrogenase
FHOFBOCF_00337	CDS	894	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
FHOFBOCF_00338	CDS	2073	rocR_2		COG3829	Arginine utilization regulatory protein RocR
