locus_tag	ftype	length_bp	gene	EC_number	COG	product
BCGMGGEO_00072	CDS	1230	tetA_1			Tetracycline resistance protein, class B
BCGMGGEO_00073	CDS	288				hypothetical protein
BCGMGGEO_00074	CDS	549	sutR_1		COG1396	HTH-type transcriptional regulator SutR
BCGMGGEO_00075	CDS	687	ygaZ_1		COG1296	Inner membrane protein YgaZ
BCGMGGEO_00076	CDS	324				hypothetical protein
BCGMGGEO_00077	CDS	1653	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
BCGMGGEO_00078	CDS	2736				hypothetical protein
BCGMGGEO_00079	CDS	195				hypothetical protein
BCGMGGEO_00080	CDS	1038	ylbL		COG3480	putative protein YlbL
BCGMGGEO_00081	CDS	1395	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
BCGMGGEO_00082	CDS	696	ygeA	5.-.-.-	COG1794	Putative racemase YgeA
BCGMGGEO_00083	CDS	843	rsbRC_1		COG1366	RsbT co-antagonist protein RsbRC
BCGMGGEO_00084	CDS	852	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
BCGMGGEO_00085	CDS	312	yodB_1		COG1733	HTH-type transcriptional regulator YodB
BCGMGGEO_00086	CDS	234				hypothetical protein
BCGMGGEO_00087	CDS	111				hypothetical protein
BCGMGGEO_00088	CDS	2052			COG2200	putative signaling protein
BCGMGGEO_00089	CDS	600				hypothetical protein
BCGMGGEO_00090	CDS	1671	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
BCGMGGEO_00091	CDS	1590			COG4753	putative response regulatory protein
BCGMGGEO_00092	CDS	1818	ypdA_1	2.7.13.3	COG3275	Sensor histidine kinase YpdA
BCGMGGEO_00093	CDS	966	araP_1		COG1175	L-arabinose transport system permease protein AraP
BCGMGGEO_00094	CDS	828	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
BCGMGGEO_00095	CDS	1293	msmE_1		COG1653	Multiple sugar-binding protein
BCGMGGEO_00096	CDS	816	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
BCGMGGEO_00097	CDS	1209	yocH_1		COG1388	Cell wall-binding protein YocH
BCGMGGEO_00098	CDS	1788	mcpB_1		COG0840	Methyl-accepting chemotaxis protein McpB
BCGMGGEO_00099	CDS	681	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
BCGMGGEO_00100	CDS	774	pstB3_1	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
BCGMGGEO_00101	CDS	828	pstB3_2	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
BCGMGGEO_00102	CDS	888	pstA_1		COG0581	Phosphate transport system permease protein PstA
BCGMGGEO_00103	CDS	924	pstC_1		COG0573	Phosphate transport system permease protein PstC
BCGMGGEO_00104	CDS	903	pstS1_1		COG0226	Phosphate-binding protein PstS 1
BCGMGGEO_00105	CDS	762	kdgR_1			Pectin degradation repressor protein KdgR
BCGMGGEO_00106	CDS	948	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
BCGMGGEO_00107	CDS	990	kdgT_1			2-keto-3-deoxygluconate permease
BCGMGGEO_00108	CDS	1371	rlmCD_1	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
BCGMGGEO_00109	CDS	939	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
BCGMGGEO_00110	CDS	936				hypothetical protein
BCGMGGEO_00111	CDS	1092				hypothetical protein
BCGMGGEO_00112	CDS	483				hypothetical protein
BCGMGGEO_00113	CDS	570	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW
BCGMGGEO_00114	CDS	1671				hypothetical protein
BCGMGGEO_00115	CDS	615	plsY_1	2.3.1.-	COG0344	Glycerol-3-phosphate acyltransferase
BCGMGGEO_00116	CDS	225				hypothetical protein
BCGMGGEO_00117	CDS	1428	gatB_1	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
BCGMGGEO_00118	CDS	1458	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
BCGMGGEO_00119	CDS	291	gatC_1	6.3.5.-	COG0721	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
BCGMGGEO_00120	CDS	438	ohrR_1			Organic hydroperoxide resistance transcriptional regulator
BCGMGGEO_00121	CDS	429	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
BCGMGGEO_00122	CDS	438	yueI		COG5506	putative protein YueI
BCGMGGEO_00123	CDS	1170				hypothetical protein
BCGMGGEO_00124	CDS	2007	ligA	6.5.1.2		DNA ligase
BCGMGGEO_00125	CDS	2211	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
BCGMGGEO_00126	CDS	690	pcrB	2.5.1.-	COG1646	Heptaprenylglyceryl phosphate synthase
BCGMGGEO_00127	CDS	324				hypothetical protein
BCGMGGEO_00128	CDS	1053	yerB			Putative lipoprotein YerB
BCGMGGEO_00129	CDS	1746	yerA	3.5.4.2	COG1001	Putative adenine deaminase YerA
BCGMGGEO_00130	CDS	393				hypothetical protein
BCGMGGEO_00131	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
BCGMGGEO_00132	CDS	1257	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
BCGMGGEO_00133	CDS	1536	purH			Bifunctional purine biosynthesis protein PurH
BCGMGGEO_00134	CDS	573	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
BCGMGGEO_00135	CDS	1035	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
BCGMGGEO_00136	CDS	1413	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
BCGMGGEO_00137	CDS	2217	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
BCGMGGEO_00138	CDS	687	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
BCGMGGEO_00139	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
BCGMGGEO_00140	CDS	720	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
BCGMGGEO_00141	CDS	1293	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
BCGMGGEO_00142	CDS	1155	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
BCGMGGEO_00143	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
BCGMGGEO_00144	CDS	198				hypothetical protein
BCGMGGEO_00145	CDS	561				hypothetical protein
BCGMGGEO_00146	CDS	831	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
BCGMGGEO_00147	CDS	888	lacF_1			Lactose transport system permease protein LacF
BCGMGGEO_00148	CDS	1245	cycB_1		COG2182	Cyclodextrin-binding protein
BCGMGGEO_00149	rRNA	112				5S ribosomal RNA
BCGMGGEO_00150	CDS	816				hypothetical protein
BCGMGGEO_00151	CDS	309				hypothetical protein
BCGMGGEO_00152	CDS	1200	pbuE_1		COG2814	Purine efflux pump PbuE
BCGMGGEO_00153	CDS	492				hypothetical protein
BCGMGGEO_00154	CDS	468				hypothetical protein
BCGMGGEO_00155	CDS	1218			COG2200	putative signaling protein
BCGMGGEO_00156	CDS	414				hypothetical protein
BCGMGGEO_00157	CDS	147				hypothetical protein
BCGMGGEO_00158	CDS	1254	kinE_1	2.7.13.3	COG2202	Sporulation kinase E
BCGMGGEO_00159	CDS	1320	licC_1		COG1455	Lichenan permease IIC component
BCGMGGEO_00160	CDS	1479	emrB_1			Multidrug export protein EmrB
BCGMGGEO_00161	CDS	546				hypothetical protein
BCGMGGEO_00162	CDS	1209		3.4.11.-	COG2309	Aminopeptidase T
BCGMGGEO_00163	CDS	681				hypothetical protein
BCGMGGEO_00164	CDS	564	ydaF_1	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
BCGMGGEO_00165	CDS	738				hypothetical protein
BCGMGGEO_00166	CDS	468				hypothetical protein
BCGMGGEO_00167	CDS	531				hypothetical protein
BCGMGGEO_00168	CDS	234				hypothetical protein
BCGMGGEO_00169	CDS	411				hypothetical protein
BCGMGGEO_00170	CDS	468				hypothetical protein
BCGMGGEO_00171	CDS	483				hypothetical protein
BCGMGGEO_00172	CDS	345				hypothetical protein
BCGMGGEO_00173	CDS	1371		1.14.-.-		Putative cytochrome P450 132
BCGMGGEO_00174	CDS	219	hfq_1		COG1923	RNA-binding protein Hfq
BCGMGGEO_00175	CDS	1002				hypothetical protein
BCGMGGEO_00176	CDS	855				hypothetical protein
BCGMGGEO_00177	CDS	426	yhfA		COG1765	Protein YhfA
BCGMGGEO_00178	CDS	429	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
BCGMGGEO_00179	CDS	177				hypothetical protein
BCGMGGEO_00180	CDS	201				hypothetical protein
BCGMGGEO_00181	CDS	471				hypothetical protein
BCGMGGEO_00182	CDS	135				hypothetical protein
BCGMGGEO_00183	CDS	1542	yjmB_1		COG2211	putative symporter YjmB
BCGMGGEO_00184	CDS	444	cwlJ_1		COG3773	Cell wall hydrolase CwlJ
BCGMGGEO_00185	CDS	1245	kinE_2	2.7.13.3	COG2202	Sporulation kinase E
BCGMGGEO_00186	CDS	1026	purR_1		COG1609	HTH-type transcriptional repressor PurR
BCGMGGEO_00187	CDS	2202	agaA_1	3.2.1.22		Alpha-galactosidase AgaA
BCGMGGEO_00188	CDS	2193			COG2200	putative signaling protein
BCGMGGEO_00189	CDS	150	rpmG1		COG0267	50S ribosomal protein L33 1
BCGMGGEO_00190	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
BCGMGGEO_00191	CDS	369				hypothetical protein
BCGMGGEO_00192	CDS	1191	yciC_1		COG0523	Putative metal chaperone YciC
BCGMGGEO_00193	CDS	156				hypothetical protein
BCGMGGEO_00194	CDS	1947	ltaS2_1		COG1368	Lipoteichoic acid synthase 2
BCGMGGEO_00195	CDS	816	bmrR_1		COG0789	Multidrug-efflux transporter 1 regulator
BCGMGGEO_00196	CDS	684	ydfK_1		COG1811	putative membrane protein YdfK
BCGMGGEO_00197	CDS	597				hypothetical protein
BCGMGGEO_00198	CDS	573				hypothetical protein
BCGMGGEO_00199	CDS	1278	sauU_1			putative sulfoacetate transporter SauU
BCGMGGEO_00200	CDS	369				hypothetical protein
BCGMGGEO_00201	CDS	114				hypothetical protein
BCGMGGEO_00202	CDS	762				hypothetical protein
BCGMGGEO_00203	CDS	543	ydaF_2	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
BCGMGGEO_00204	CDS	534				hypothetical protein
BCGMGGEO_00205	CDS	414				hypothetical protein
BCGMGGEO_00206	CDS	396				hypothetical protein
BCGMGGEO_00207	CDS	144				hypothetical protein
BCGMGGEO_00208	CDS	402	nrdI		COG1780	Protein NrdI
BCGMGGEO_00209	CDS	2094	nrdE1	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 1
BCGMGGEO_00210	CDS	987	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
BCGMGGEO_00211	CDS	1023	degA_1		COG1609	HTH-type transcriptional regulator DegA
BCGMGGEO_00212	CDS	1365				hypothetical protein
BCGMGGEO_00213	CDS	876	lacF_2			Lactose transport system permease protein LacF
BCGMGGEO_00214	CDS	831	araQ_3		COG0395	L-arabinose transport system permease protein AraQ
BCGMGGEO_00215	CDS	936				hypothetical protein
BCGMGGEO_00216	CDS	1059		2.4.1.320	COG2152	1,4-beta-mannosyl-N-acetylglucosamine phosphorylase
BCGMGGEO_00217	CDS	534	yyaP		COG0262	putative protein YyaP
BCGMGGEO_00218	CDS	549	ywqN	1.-.-.-	COG0655	Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN
BCGMGGEO_00219	CDS	657				hypothetical protein
BCGMGGEO_00220	CDS	921	fhuD_1		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
BCGMGGEO_00221	CDS	213				Small, acid-soluble spore protein 2
BCGMGGEO_00222	CDS	357				hypothetical protein
BCGMGGEO_00223	CDS	291				hypothetical protein
BCGMGGEO_00224	CDS	1059				hypothetical protein
BCGMGGEO_00225	CDS	759			COG0596	putative protein
BCGMGGEO_00226	CDS	837	ywpJ_1	3.1.3.-	COG0561	Phosphatase YwpJ
BCGMGGEO_00227	CDS	474				hypothetical protein
BCGMGGEO_00228	CDS	882	tetD_1			Transposon Tn10 TetD protein
BCGMGGEO_00229	CDS	2184		3.4.21.-		Extracellular serine protease
BCGMGGEO_00230	CDS	759				hypothetical protein
BCGMGGEO_00231	CDS	834				hypothetical protein
BCGMGGEO_00232	CDS	1407	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
BCGMGGEO_00233	CDS	876	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
BCGMGGEO_00234	CDS	552				hypothetical protein
BCGMGGEO_00235	CDS	267				hypothetical protein
BCGMGGEO_00236	CDS	414				hypothetical protein
BCGMGGEO_00237	CDS	543				hypothetical protein
BCGMGGEO_00238	CDS	234	yxlE			Negative regulatory protein YxlE
BCGMGGEO_00239	CDS	900	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
BCGMGGEO_00240	CDS	789	yxlG			putative transmembrane protein YxlG
BCGMGGEO_00241	CDS	1194				hypothetical protein
BCGMGGEO_00242	CDS	486	asnC		COG1522	Regulatory protein AsnC
BCGMGGEO_00243	CDS	1452				hypothetical protein
BCGMGGEO_00244	CDS	852	murR_1		COG1737	HTH-type transcriptional regulator MurR
BCGMGGEO_00245	CDS	1017	yhhX_1	1.-.-.-	COG0673	putative oxidoreductase YhhX
BCGMGGEO_00246	CDS	837	ywpJ_2	3.1.3.-	COG0561	Phosphatase YwpJ
BCGMGGEO_00247	CDS	1119	xerS_1		COG0582	Tyrosine recombinase XerS
BCGMGGEO_00248	CDS	1266	ydhD_1	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
BCGMGGEO_00249	CDS	711	yydK_1		COG2188	putative HTH-type transcriptional regulator YydK
BCGMGGEO_00250	CDS	1902	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
BCGMGGEO_00251	CDS	1440	bglA_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
BCGMGGEO_00252	CDS	402				hypothetical protein
BCGMGGEO_00253	CDS	660	phoU_2		COG0704	Phosphate-specific transport system accessory protein PhoU 
BCGMGGEO_00254	CDS	774	pstB3_3	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
BCGMGGEO_00255	CDS	759	pstB3_4	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
BCGMGGEO_00256	CDS	888	pstA_2		COG0581	Phosphate transport system permease protein PstA
BCGMGGEO_00257	CDS	972	pstC_2		COG0573	Phosphate transport system permease protein PstC
BCGMGGEO_00258	CDS	891	pstS1_2		COG0226	Phosphate-binding protein PstS 1
BCGMGGEO_00259	CDS	951	xerD_1			Tyrosine recombinase XerD
BCGMGGEO_00260	CDS	1467	bglH_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
BCGMGGEO_00261	CDS	1440	bglH_3	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
BCGMGGEO_00262	CDS	1878	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
BCGMGGEO_00263	CDS	813	hexR_1		COG1737	HTH-type transcriptional regulator HexR
BCGMGGEO_00264	CDS	732	yvoA_1		COG2188	HTH-type transcriptional repressor YvoA
BCGMGGEO_00265	CDS	834	frlD_1	2.7.1.-	COG0524	Fructosamine kinase FrlD
BCGMGGEO_00266	CDS	768	tcyC_1	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
BCGMGGEO_00267	CDS	675	tcyB_1		COG0765	L-cystine transport system permease protein TcyB
BCGMGGEO_00268	CDS	804	artI		COG0834	Putative ABC transporter arginine-binding protein 2
BCGMGGEO_00269	CDS	879				hypothetical protein
BCGMGGEO_00270	CDS	825	frlC_1	5.1.3.-	COG1082	Fructoselysine 3-epimerase
BCGMGGEO_00271	CDS	822	frlC_2	5.1.3.-	COG1082	Fructoselysine 3-epimerase
BCGMGGEO_00272	CDS	783	frlD_2	2.7.1.218	COG0524	Fructoselysine 6-kinase
BCGMGGEO_00273	CDS	432				hypothetical protein
BCGMGGEO_00274	CDS	870				hypothetical protein
BCGMGGEO_00275	CDS	1014	frlB_1	3.5.-.-	COG2222	Fructosamine deglycase FrlB
BCGMGGEO_00276	CDS	1413	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
BCGMGGEO_00277	CDS	1302	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
BCGMGGEO_00278	CDS	1392	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
BCGMGGEO_00279	CDS	1125	menC_1	4.2.1.113	COG4948	o-succinylbenzoate synthase
BCGMGGEO_00280	CDS	648	rspR_1		COG1802	HTH-type transcriptional repressor RspR
BCGMGGEO_00281	CDS	1245	sauU_2			putative sulfoacetate transporter SauU
BCGMGGEO_00282	CDS	1395	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
BCGMGGEO_00283	CDS	615	mdcG	2.7.7.66		Phosphoribosyl-dephospho-CoA transferase
BCGMGGEO_00284	CDS	1674	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
BCGMGGEO_00285	CDS	300	mdcC			Malonate decarboxylase acyl carrier protein
BCGMGGEO_00286	CDS	819	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
BCGMGGEO_00287	CDS	1635	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
BCGMGGEO_00288	CDS	912	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
BCGMGGEO_00289	CDS	876	gltC_1			HTH-type transcriptional regulator GltC
BCGMGGEO_00290	CDS	1485	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
BCGMGGEO_00291	CDS	201				hypothetical protein
BCGMGGEO_00292	CDS	558				hypothetical protein
BCGMGGEO_00293	CDS	357				hypothetical protein
BCGMGGEO_00294	CDS	213				hypothetical protein
BCGMGGEO_00295	CDS	546				hypothetical protein
BCGMGGEO_00296	CDS	234				hypothetical protein
BCGMGGEO_00297	CDS	687				hypothetical protein
BCGMGGEO_00298	CDS	666				hypothetical protein
BCGMGGEO_00299	CDS	756			COG0574	putative protein
BCGMGGEO_00300	rRNA	112				5S ribosomal RNA
BCGMGGEO_00301	tRNA	75				tRNA-Asn(gtt)
BCGMGGEO_00302	tRNA	73				tRNA-Thr(ggt)
BCGMGGEO_00303	tRNA	75				tRNA-Glu(ttc)
BCGMGGEO_00304	tRNA	76				tRNA-Val(tac)
BCGMGGEO_00305	tRNA	76				tRNA-Thr(tgt)
BCGMGGEO_00306	tRNA	84				tRNA-Tyr(gta)
BCGMGGEO_00307	tRNA	75				tRNA-Gln(ttg)
BCGMGGEO_00308	tRNA	73				tRNA-Lys(ttt)
BCGMGGEO_00309	CDS	159				hypothetical protein
BCGMGGEO_00310	CDS	564	sigW_3		COG1595	ECF RNA polymerase sigma factor SigW
BCGMGGEO_00311	CDS	648	rsiW		COG5662	Anti-sigma-W factor RsiW
BCGMGGEO_00312	CDS	822	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
BCGMGGEO_00313	CDS	1317	cdaR_1		COG4856	CdaA regulatory protein CdaR
BCGMGGEO_00314	CDS	1350	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
BCGMGGEO_00315	CDS	1803	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
BCGMGGEO_00316	CDS	1053	yfiY_1		COG0614	putative siderophore-binding lipoprotein YfiY
BCGMGGEO_00317	CDS	1008	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
BCGMGGEO_00318	CDS	1038	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
BCGMGGEO_00319	CDS	804	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
BCGMGGEO_00320	CDS	684				hypothetical protein
BCGMGGEO_00321	CDS	864	aadK	2.7.7.-		Aminoglycoside 6-adenylyltransferase
BCGMGGEO_00322	CDS	711	yfnB	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
BCGMGGEO_00323	CDS	648	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
BCGMGGEO_00324	CDS	1725	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
BCGMGGEO_00325	CDS	1827	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
BCGMGGEO_00326	CDS	909	cysL_1		COG0583	HTH-type transcriptional regulator CysL
BCGMGGEO_00327	CDS	585	panT			Pantothenate transporter PanT
BCGMGGEO_00328	CDS	423	hrp1			Hypoxic response protein 1
BCGMGGEO_00329	CDS	150				hypothetical protein
BCGMGGEO_00330	CDS	717	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
BCGMGGEO_00331	CDS	1077	cysP		COG0306	Sulfate permease CysP
BCGMGGEO_00332	CDS	1149	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
BCGMGGEO_00333	CDS	612	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
BCGMGGEO_00334	CDS	774	sumT_1	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
BCGMGGEO_00335	CDS	759	sirB_1	4.99.1.4	COG2138	Sirohydrochlorin ferrochelatase
BCGMGGEO_00336	CDS	606	sirC	1.3.1.76	COG1648	Precorrin-2 dehydrogenase
BCGMGGEO_00337	CDS	1179	nrnB	3.1.-.-	COG2404	Oligoribonuclease NrnB
