locus_tag	ftype	length_bp	gene	EC_number	COG	product
KDFLAJEE_00059	CDS	621				hypothetical protein
KDFLAJEE_00060	CDS	690	srrA_1		COG0745	Transcriptional regulatory protein SrrA
KDFLAJEE_00061	CDS	1830	walK_1	2.7.13.3		Sensor histidine kinase WalK
KDFLAJEE_00062	CDS	669	thiT		COG3859	Thiamine transporter ThiT
KDFLAJEE_00063	CDS	228				hypothetical protein
KDFLAJEE_00064	CDS	1989	feoB_1		COG0370	Fe(2+) transporter FeoB
KDFLAJEE_00065	CDS	168				hypothetical protein
KDFLAJEE_00066	CDS	579				hypothetical protein
KDFLAJEE_00067	CDS	666	liaH_1		COG1842	Protein LiaH
KDFLAJEE_00068	CDS	405				hypothetical protein
KDFLAJEE_00069	CDS	507				hypothetical protein
KDFLAJEE_00070	CDS	816				hypothetical protein
KDFLAJEE_00071	CDS	219				hypothetical protein
KDFLAJEE_00072	CDS	873				hypothetical protein
KDFLAJEE_00073	CDS	1035				hypothetical protein
KDFLAJEE_00074	CDS	807		3.2.1.4		Endoglucanase
KDFLAJEE_00075	CDS	216	gerPF_1			putative spore germination protein GerPF
KDFLAJEE_00076	CDS	1029	cydB_1	1.10.3.14	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
KDFLAJEE_00077	CDS	1350	cydA_1	1.10.3.14	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
KDFLAJEE_00078	CDS	564	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
KDFLAJEE_00079	CDS	237	yidD		COG0759	Putative membrane protein insertion efficiency factor
KDFLAJEE_00080	CDS	474	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
KDFLAJEE_00081	CDS	255				hypothetical protein
KDFLAJEE_00082	CDS	231				hypothetical protein
KDFLAJEE_00083	CDS	318				hypothetical protein
KDFLAJEE_00084	CDS	480	ytkD	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase YtkD
KDFLAJEE_00085	CDS	540				hypothetical protein
KDFLAJEE_00086	CDS	1116				hypothetical protein
KDFLAJEE_00087	CDS	228				hypothetical protein
KDFLAJEE_00088	CDS	807	ribX_1			Riboflavin transport system permease protein RibX
KDFLAJEE_00089	CDS	765	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
KDFLAJEE_00090	CDS	1008				hypothetical protein
KDFLAJEE_00091	CDS	297				hypothetical protein
KDFLAJEE_00092	CDS	231				hypothetical protein
KDFLAJEE_00093	CDS	1254				hypothetical protein
KDFLAJEE_00094	CDS	2070	ltaS1_1		COG1368	Lipoteichoic acid synthase 1
KDFLAJEE_00095	CDS	810		3.1.1.2		Arylesterase
KDFLAJEE_00096	CDS	1254	kinE_1	2.7.13.3	COG2202	Sporulation kinase E
KDFLAJEE_00097	CDS	1221	kinE_2	2.7.13.3	COG2202	Sporulation kinase E
KDFLAJEE_00098	tRNA	71				tRNA-Lys(ttt)
KDFLAJEE_00099	tRNA	72				tRNA-Gly(gcc)
KDFLAJEE_00100	tRNA	73				tRNA-Ala(tgc)
KDFLAJEE_00101	CDS	1146	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
KDFLAJEE_00102	CDS	894	rocF	3.5.3.1		Arginase
KDFLAJEE_00103	CDS	822	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
KDFLAJEE_00104	CDS	1482	cdaR_1		COG4856	CdaA regulatory protein CdaR
KDFLAJEE_00105	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
KDFLAJEE_00106	CDS	1803	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
KDFLAJEE_00107	CDS	1965	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
KDFLAJEE_00108	CDS	567				hypothetical protein
KDFLAJEE_00109	CDS	507				hypothetical protein
KDFLAJEE_00110	CDS	1293				hypothetical protein
KDFLAJEE_00111	CDS	777	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KDFLAJEE_00112	CDS	669	metP_1		COG2011	Methionine import system permease protein MetP
KDFLAJEE_00113	CDS	1041	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
KDFLAJEE_00114	CDS	813	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
KDFLAJEE_00115	CDS	909				Zinc-type alcohol dehydrogenase-like protein
KDFLAJEE_00116	CDS	765				hypothetical protein
KDFLAJEE_00117	CDS	1437	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
KDFLAJEE_00118	CDS	534	mdtG_1			Multidrug resistance protein MdtG
KDFLAJEE_00119	CDS	1722				hypothetical protein
KDFLAJEE_00120	CDS	1260	bcr			Bicyclomycin resistance protein
KDFLAJEE_00121	CDS	504				hypothetical protein
KDFLAJEE_00122	CDS	216				hypothetical protein
KDFLAJEE_00123	CDS	918	dppB		COG0601	Dipeptide transport system permease protein DppB
KDFLAJEE_00124	CDS	1005	dppC_1		COG1173	Dipeptide transport system permease protein DppC
KDFLAJEE_00125	CDS	1011	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
KDFLAJEE_00126	CDS	774	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
KDFLAJEE_00127	CDS	1611	dppE_1		COG4166	Dipeptide-binding protein DppE
KDFLAJEE_00128	CDS	468				hypothetical protein
KDFLAJEE_00129	CDS	900	rob		COG2207	Right origin-binding protein
KDFLAJEE_00130	CDS	192				hypothetical protein
KDFLAJEE_00131	CDS	354				hypothetical protein
KDFLAJEE_00132	CDS	1641	dppE_2		COG4166	Dipeptide-binding protein DppE
KDFLAJEE_00133	CDS	1641	dppE_3		COG4166	Dipeptide-binding protein DppE
KDFLAJEE_00134	CDS	834	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
KDFLAJEE_00135	CDS	804	proC_1	1.5.1.2		Pyrroline-5-carboxylate reductase
KDFLAJEE_00136	CDS	651	pnuC		COG3201	Nicotinamide riboside transporter PnuC
KDFLAJEE_00137	CDS	852	glcU_1		COG4975	Glucose uptake protein GlcU
KDFLAJEE_00138	CDS	675	modB		COG4149	Molybdenum transport system permease protein ModB
KDFLAJEE_00139	CDS	807	modA		COG0725	Molybdate-binding protein ModA
KDFLAJEE_00140	CDS	921				Putative DNA-binding proteinA
KDFLAJEE_00141	CDS	102				hypothetical protein
KDFLAJEE_00142	CDS	102				hypothetical protein
KDFLAJEE_00143	CDS	867	gltR_1		COG0583	HTH-type transcriptional regulator GltR
KDFLAJEE_00144	CDS	969				hypothetical protein
KDFLAJEE_00145	CDS	141				hypothetical protein
KDFLAJEE_00146	CDS	99				hypothetical protein
KDFLAJEE_00147	CDS	102				hypothetical protein
KDFLAJEE_00148	CDS	606	plsC_1	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
KDFLAJEE_00149	CDS	102				hypothetical protein
KDFLAJEE_00150	CDS	978	ccpB_1			Catabolite control protein B
KDFLAJEE_00151	CDS	330				hypothetical protein
KDFLAJEE_00152	CDS	837				hypothetical protein
KDFLAJEE_00153	CDS	357	yxeA_1		COG5294	putative protein YxeA
KDFLAJEE_00154	CDS	114				hypothetical protein
KDFLAJEE_00155	CDS	798	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
KDFLAJEE_00156	CDS	1506				hypothetical protein
KDFLAJEE_00157	CDS	1650				hypothetical protein
KDFLAJEE_00158	CDS	600				hypothetical protein
KDFLAJEE_00159	CDS	795				hypothetical protein
KDFLAJEE_00160	CDS	1881	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
KDFLAJEE_00161	CDS	1194	desK_1	2.7.13.3	COG4585	Sensor histidine kinase DesK
KDFLAJEE_00162	CDS	657	degU		COG2197	Transcriptional regulatory protein DegU
KDFLAJEE_00163	CDS	933	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
KDFLAJEE_00164	CDS	1197	rbbA		COG0842	Ribosome-associated ATPase
KDFLAJEE_00165	CDS	1149	ybhR_1		COG0842	putative multidrug ABC transporter permease YbhR
KDFLAJEE_00166	CDS	198				hypothetical protein
KDFLAJEE_00167	CDS	1704	appA_1			Oligopeptide-binding protein AppA
KDFLAJEE_00168	CDS	1728	appA_2			Oligopeptide-binding protein AppA
KDFLAJEE_00169	CDS	957	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
KDFLAJEE_00170	CDS	924	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
KDFLAJEE_00171	CDS	981	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
KDFLAJEE_00172	CDS	966	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
KDFLAJEE_00173	CDS	873	ywpJ_1	3.1.3.-	COG0561	Phosphatase YwpJ
KDFLAJEE_00174	CDS	108				hypothetical protein
KDFLAJEE_00175	CDS	108				hypothetical protein
KDFLAJEE_00176	CDS	108				hypothetical protein
KDFLAJEE_00177	CDS	108				hypothetical protein
KDFLAJEE_00178	CDS	111				hypothetical protein
KDFLAJEE_00179	CDS	1119	hpd	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
KDFLAJEE_00180	CDS	957	yisK_1		COG0179	putative protein YisK
KDFLAJEE_00181	CDS	1173	hmgA	1.13.11.5	COG3508	Homogentisate 1,2-dioxygenase
KDFLAJEE_00182	CDS	1416	yhdG_1		COG0531	putative amino acid permease YhdG
KDFLAJEE_00183	CDS	1272	mdtH_1			Multidrug resistance protein MdtH
KDFLAJEE_00184	CDS	1086	ddl_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase
KDFLAJEE_00185	CDS	1377	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
KDFLAJEE_00186	CDS	1587	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
KDFLAJEE_00187	CDS	963	uvsE_1	3.-.-.-	COG4294	UV DNA damage endonuclease
KDFLAJEE_00188	CDS	573	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
KDFLAJEE_00189	CDS	360	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
KDFLAJEE_00190	CDS	1014	ydcC		COG2834	Sporulation protein YdcC
KDFLAJEE_00191	CDS	1170	alr	5.1.1.1		Alanine racemase
KDFLAJEE_00192	CDS	288	ndoAI		COG0864	Antitoxin EndoAI
KDFLAJEE_00193	CDS	351	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
KDFLAJEE_00194	CDS	2169	yhgF		COG2183	Protein YhgF
KDFLAJEE_00195	CDS	459				Protein SprT-like protein
KDFLAJEE_00196	tRNA	75				tRNA-Asn(gtt)
KDFLAJEE_00197	tRNA	91				tRNA-Ser(gct)
KDFLAJEE_00198	tRNA	75				tRNA-Glu(ttc)
KDFLAJEE_00199	tRNA	76				tRNA-Val(tac)
KDFLAJEE_00200	tRNA	76				tRNA-Asp(gtc)
KDFLAJEE_00201	tRNA	75				tRNA-Gln(ttg)
KDFLAJEE_00202	tRNA	74				tRNA-Lys(ttt)
KDFLAJEE_00203	tRNA	83				tRNA-Leu(gag)
KDFLAJEE_00204	tRNA	77				tRNA-Arg(acg)
KDFLAJEE_00205	tRNA	77				tRNA-Pro(tgg)
KDFLAJEE_00206	tRNA	71				tRNA-Gly(tcc)
KDFLAJEE_00207	CDS	1236	gltP_1		COG1301	Proton/glutamate-aspartate symporter
KDFLAJEE_00208	CDS	156				hypothetical protein
KDFLAJEE_00209	CDS	420	yusO_1			putative HTH-type transcriptional regulator YusO
KDFLAJEE_00210	CDS	432				hypothetical protein
KDFLAJEE_00211	CDS	555				hypothetical protein
KDFLAJEE_00212	CDS	792	uppP_1	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
KDFLAJEE_00213	CDS	1365	norM		COG0534	Multidrug resistance protein NorM
KDFLAJEE_00214	CDS	174				hypothetical protein
KDFLAJEE_00215	CDS	150				hypothetical protein
KDFLAJEE_00216	CDS	519				hypothetical protein
KDFLAJEE_00217	CDS	903	aacA-aphD_1			Bifunctional AAC/APH
KDFLAJEE_00218	CDS	162				hypothetical protein
KDFLAJEE_00219	CDS	774				hypothetical protein
KDFLAJEE_00220	CDS	447				Flavodoxin
KDFLAJEE_00221	CDS	177				hypothetical protein
KDFLAJEE_00222	CDS	1170	amaA_1	3.5.1.14		N-acyl-L-amino acid amidohydrolase
KDFLAJEE_00223	CDS	147				hypothetical protein
KDFLAJEE_00224	CDS	1515	dltA	6.2.1.-	COG1020	D-alanine--D-alanyl carrier protein ligase
KDFLAJEE_00225	CDS	1167	patA_1	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
KDFLAJEE_00226	CDS	240	dltC		COG0236	D-alanyl carrier protein
KDFLAJEE_00227	CDS	1176	dltD_1		COG3966	Protein DltD
KDFLAJEE_00228	CDS	1095		1.13.12.-	COG2070	Putative monooxygenase
KDFLAJEE_00229	CDS	921	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
KDFLAJEE_00230	CDS	399				hypothetical protein
KDFLAJEE_00231	CDS	555		3.5.1.59		N-carbamoylsarcosine amidase
KDFLAJEE_00232	CDS	453				hypothetical protein
KDFLAJEE_00233	CDS	453	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
KDFLAJEE_00234	CDS	183				hypothetical protein
KDFLAJEE_00235	CDS	1014				hypothetical protein
KDFLAJEE_00236	CDS	777				hypothetical protein
KDFLAJEE_00237	CDS	903	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
KDFLAJEE_00238	CDS	795				hypothetical protein
KDFLAJEE_00239	CDS	699	ytrB_1		COG1131	ABC transporter ATP-binding protein YtrB
KDFLAJEE_00240	CDS	381	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
KDFLAJEE_00241	CDS	969	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
KDFLAJEE_00242	CDS	1323	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
KDFLAJEE_00243	CDS	762				hypothetical protein
KDFLAJEE_00244	CDS	768	nrdE1	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 1
KDFLAJEE_00245	CDS	360	nrdI		COG1780	Protein NrdI
KDFLAJEE_00246	CDS	318				hypothetical protein
KDFLAJEE_00247	CDS	195				hypothetical protein
KDFLAJEE_00248	CDS	579	mshD_1	2.3.1.189		Mycothiol acetyltransferase
KDFLAJEE_00249	CDS	603				hypothetical protein
KDFLAJEE_00250	CDS	156				hypothetical protein
KDFLAJEE_00251	CDS	186				hypothetical protein
KDFLAJEE_00252	CDS	498	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
KDFLAJEE_00253	CDS	717	queE_1	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
KDFLAJEE_00254	CDS	492	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
KDFLAJEE_00255	CDS	663	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
KDFLAJEE_00256	CDS	1209	kinE_3	2.7.13.3	COG2202	Sporulation kinase E
KDFLAJEE_00257	CDS	117				hypothetical protein
KDFLAJEE_00258	CDS	534				hypothetical protein
KDFLAJEE_00259	CDS	1695				hypothetical protein
KDFLAJEE_00260	CDS	447	mhqR_1		COG1846	HTH-type transcriptional regulator MhqR
KDFLAJEE_00261	CDS	90				hypothetical protein
KDFLAJEE_00262	CDS	1497	kinD	2.7.13.3		Sporulation kinase D
KDFLAJEE_00263	CDS	282	ynzD	3.1.3.-		Aspartyl-phosphate phosphatase YnzD
KDFLAJEE_00264	CDS	771			COG2861	putative protein
KDFLAJEE_00265	CDS	624				hypothetical protein
KDFLAJEE_00266	CDS	630	mtnB_1	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
KDFLAJEE_00267	CDS	2301	inlA_1		COG4886	Internalin-A
KDFLAJEE_00268	CDS	120				hypothetical protein
KDFLAJEE_00269	CDS	783	srlR		COG1349	Glucitol operon repressor
KDFLAJEE_00270	CDS	1185	lysDH	1.4.1.18		Lysine 6-dehydrogenase
KDFLAJEE_00271	CDS	1098	phnW_1	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
KDFLAJEE_00272	CDS	795	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
KDFLAJEE_00273	CDS	1758	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
KDFLAJEE_00274	CDS	1002	cysA_1	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
KDFLAJEE_00275	CDS	1077			COG1840	putative protein
KDFLAJEE_00276	CDS	153				hypothetical protein
KDFLAJEE_00277	CDS	336				hypothetical protein
KDFLAJEE_00278	CDS	1350	ktrB_1		COG0168	Ktr system potassium uptake protein B
KDFLAJEE_00279	CDS	1194	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
KDFLAJEE_00280	CDS	1086	phaC	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
KDFLAJEE_00281	CDS	744	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KDFLAJEE_00282	CDS	483				hypothetical protein
KDFLAJEE_00283	CDS	453				hypothetical protein
KDFLAJEE_00284	CDS	525				hypothetical protein
KDFLAJEE_00285	CDS	444	phaJ_1	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
KDFLAJEE_00286	CDS	186	sspD			Small, acid-soluble spore protein D
KDFLAJEE_00287	CDS	1320	ktrB_2		COG0168	Ktr system potassium uptake protein B
KDFLAJEE_00288	CDS	795				hypothetical protein
KDFLAJEE_00289	CDS	822	nirC		COG2116	Nitrite transporter NirC
KDFLAJEE_00290	CDS	312				hypothetical protein
KDFLAJEE_00291	CDS	723	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
KDFLAJEE_00292	CDS	711	lutC		COG1556	Lactate utilization protein C
KDFLAJEE_00293	CDS	1422	lutB		COG1139	Lactate utilization protein B
KDFLAJEE_00294	CDS	720	lutA_1		COG0247	Lactate utilization protein A
KDFLAJEE_00295	CDS	657	lutR_1		COG2186	HTH-type transcriptional regulator LutR
KDFLAJEE_00296	CDS	1401	resE_2	2.7.13.3		Sensor histidine kinase ResE
KDFLAJEE_00297	CDS	672	srrA_2		COG0745	Transcriptional regulatory protein SrrA
KDFLAJEE_00298	CDS	975				hypothetical protein
KDFLAJEE_00299	CDS	1116	cdaR_2		COG3835	Carbohydrate diacid regulator
KDFLAJEE_00300	CDS	1413		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
KDFLAJEE_00301	CDS	1329	lutA_2		COG0247	Lactate utilization protein A
KDFLAJEE_00302	CDS	828				hypothetical protein
KDFLAJEE_00303	CDS	606				hypothetical protein
KDFLAJEE_00304	CDS	924	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KDFLAJEE_00305	CDS	417				hypothetical protein
KDFLAJEE_00306	CDS	2193	ydfJ_1		COG2409	Membrane protein YdfJ
KDFLAJEE_00307	CDS	648	pgpB_1	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
KDFLAJEE_00308	CDS	1050	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
KDFLAJEE_00309	CDS	801	ydcV			Inner membrane ABC transporter permease protein YdcV
KDFLAJEE_00310	CDS	849	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
KDFLAJEE_00311	CDS	984	potA_1	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
KDFLAJEE_00312	CDS	1368	mdlD	1.2.1.28		NAD(P)-dependent benzaldehyde dehydrogenase
KDFLAJEE_00313	CDS	2391	ina_1	3.4.24.-		Immune inhibitor A
KDFLAJEE_00314	CDS	135				hypothetical protein
KDFLAJEE_00315	CDS	324	sinR_1		COG1396	HTH-type transcriptional regulator SinR
KDFLAJEE_00316	CDS	594	tasA_2			Spore coat-associated protein N
KDFLAJEE_00317	CDS	375				hypothetical protein
KDFLAJEE_00318	CDS	429				hypothetical protein
KDFLAJEE_00319	CDS	2043	pbpF_1		COG0744	Penicillin-binding protein 1F
KDFLAJEE_00320	CDS	621				hypothetical protein
KDFLAJEE_00321	CDS	999	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
KDFLAJEE_00322	CDS	801	yfcA_1		COG0730	putative membrane transporter protein YfcA
KDFLAJEE_00323	CDS	228				hypothetical protein
KDFLAJEE_00324	CDS	501	glxR		COG0664	CRP-like cAMP-activated global transcriptional regulator
KDFLAJEE_00325	CDS	1209	hmp	1.14.12.17	COG1017	Flavohemoprotein
KDFLAJEE_00326	CDS	1098				hypothetical protein
KDFLAJEE_00327	CDS	198				hypothetical protein
KDFLAJEE_00328	CDS	852				hypothetical protein
KDFLAJEE_00329	CDS	777	ycgJ_1	2.1.1.-		putative methyltransferase YcgJ
KDFLAJEE_00330	CDS	210				hypothetical protein
KDFLAJEE_00331	CDS	1356	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
KDFLAJEE_00332	CDS	264				hypothetical protein
KDFLAJEE_00333	CDS	633	liaR		COG2197	Transcriptional regulatory protein LiaR
KDFLAJEE_00334	CDS	1056	liaS_1	2.7.13.3	COG4585	Sensor histidine kinase LiaS
KDFLAJEE_00335	CDS	741	liaF		COG4758	Protein LiaF
KDFLAJEE_00336	CDS	663	liaH_2		COG1842	Protein LiaH
KDFLAJEE_00337	CDS	357				hypothetical protein
KDFLAJEE_00338	CDS	1482	nhaC_1		COG1757	Na(+)/H(+) antiporter NhaC
KDFLAJEE_00339	CDS	519				hypothetical protein
KDFLAJEE_00340	CDS	1272	gltT_1			Proton/sodium-glutamate symport protein
KDFLAJEE_00341	CDS	1272	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
KDFLAJEE_00342	CDS	1356				hypothetical protein
KDFLAJEE_00343	CDS	618	sirC	1.3.1.76	COG1648	Precorrin-2 dehydrogenase
KDFLAJEE_00344	CDS	756	sirB	4.99.1.4	COG2138	Sirohydrochlorin ferrochelatase
KDFLAJEE_00345	CDS	777	sumT	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
KDFLAJEE_00346	CDS	201				hypothetical protein
KDFLAJEE_00347	CDS	1623	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
KDFLAJEE_00348	CDS	594	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
KDFLAJEE_00349	CDS	1137	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
